,week_start_date,L2,O_SALE,O_UNIT,M_ON_DIS_TOTAL_SPEND,M_OFF_DIS_TOTAL_SPEND,M_SEARCH_SPEND
796,1/23/2023,AVOCADOS L2,8677373.87,8898192.84,11428.11,0.00,5549.90
797,1/23/2023,,0.00,0.00,0.00,0.00,1076.16
798,1/23/2023,CUT FRUIT,14116306.16,3174433.98,11325.15,7938.34,2826.73
799,1/23/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
800,1/23/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
801,1/23/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
802,1/23/2023,PRODUCE L2,17187.14,8026.00,0.00,0.00,0.00
803,1/23/2023,MIXED BERRIES,14434128.41,3779965.00,0.00,0.00,0.00
804,1/23/2023,CITRUS,26502698.22,16417144.88,14487.38,6973.94,2455.60
805,1/30/2023,CITRUS,28852331.18,17375682.23,14232.16,6965.69,1328.30
806,1/30/2023,FLORAL,5295755.18,670179.00,0.00,0.00,0.00
807,1/30/2023,CUT FRUIT,14542577.42,3287677.18,11275.60,11333.36,2408.39
808,1/30/2023,PACKAGED VEGETABLES,29328157.21,9677427.93,13482.43,17599.00,10378.17
809,1/30/2023,BANANAS PINEAPPLES,18718727.78,31826071.94,0.00,0.00,0.00
810,1/30/2023,APPLES PEARS CHERRIES,22859315.03,7207700.33,0.00,0.00,8861.14
811,1/30/2023,DEPT LEVEL SALES,593725.68,266467.40,0.00,0.00,0.00
812,1/30/2023,TRUCK VEG CHILIS,27588642.22,22941442.33,0.00,0.00,0.00
813,1/30/2023,MIXED BERRIES,15235152.11,3752501.00,0.00,0.00,0.00
814,1/30/2023,POTATOES ONIONS GARLIC,36726781.70,14323471.84,0.00,0.00,1878.20
815,1/30/2023,VAV MUSHROOMS DDV,17009684.12,5241793.09,14628.19,16558.06,41257.80
816,1/30/2023,GRAPES L2,13957742.24,6486426.20,0.00,172.46,0.00
817,1/30/2023,PRODUCE L2,16666.42,7605.00,0.00,0.00,0.00
818,1/30/2023,STRAWBERRIES,18519086.27,4611120.00,0.00,0.00,0.00
819,1/30/2023,STONE FRUIT,622816.00,267476.06,0.00,0.00,0.00
820,1/30/2023,AVOCADOS L2,8943037.55,9377475.75,11799.56,0.00,6328.79
821,1/30/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
822,1/30/2023,D94 MISC L2,115.08,84.00,0.00,0.00,0.00
823,1/30/2023,TROPICALS,4826668.43,3253125.62,0.00,0.00,0.00
824,1/30/2023,TOMATOES,19682262.54,10294321.43,0.00,0.00,5554.73
825,1/30/2023,COOKING VEGTABLES,33016913.50,17921818.64,295.21,0.00,0.00
826,1/30/2023,,0.00,0.00,0.00,0.00,1375.50
827,1/30/2023,MELONS,3740943.47,785387.13,0.00,0.00,0.00
828,1/30/2023,SANDWICHES AND SALADS,3884460.18,1130604.00,1912.35,5189.10,0.00
829,1/30/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
830,2/6/2023,DEPT LEVEL SALES,483106.81,192407.10,0.00,0.00,0.00
831,2/6/2023,D94 MISC L2,135.63,99.00,0.00,0.00,0.00
832,2/6/2023,,0.00,0.00,0.00,0.00,1296.89
833,2/6/2023,FLORAL,24043504.03,2045827.00,0.00,0.00,0.00
834,2/6/2023,TRUCK VEG CHILIS,28232580.86,23295742.62,0.00,0.00,0.00
835,2/6/2023,SANDWICHES AND SALADS,3984550.59,1160623.00,2585.43,5783.78,0.00
836,2/6/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
837,2/6/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
838,2/6/2023,TROPICALS,4977976.37,3378213.55,0.00,0.00,0.00
839,2/6/2023,AVOCADOS L2,9514294.33,10533402.22,10996.19,0.00,10621.21
840,2/6/2023,STRAWBERRIES,21980405.26,5628705.04,0.00,0.00,0.00
841,2/6/2023,APPLES PEARS CHERRIES,22209593.13,7022586.57,0.00,0.00,7669.26
842,2/6/2023,MELONS,3977445.60,816403.36,0.00,0.00,0.00
843,2/6/2023,COOKING VEGTABLES,33575462.47,18478469.07,225.93,0.00,0.00
844,2/6/2023,CITRUS,28696724.35,17830561.21,17375.81,7018.94,3423.60
845,2/6/2023,CUT FRUIT,17115622.27,3634169.05,15001.61,12126.95,3673.75
846,2/6/2023,STONE FRUIT,866115.86,371648.75,0.00,0.00,0.00
847,2/6/2023,VAV MUSHROOMS DDV,18208898.56,5542444.44,12945.23,15613.44,46949.16
848,2/6/2023,MIXED BERRIES,15460739.09,3750974.00,0.00,0.00,0.00
849,2/6/2023,BANANAS PINEAPPLES,18675879.95,31588185.64,0.00,0.00,0.00
850,2/6/2023,PACKAGED VEGETABLES,29355252.68,9721035.37,22056.57,28425.07,12168.63
851,2/6/2023,PRODUCE L2,21287.70,10121.00,0.00,0.00,0.00
852,2/6/2023,POTATOES ONIONS GARLIC,35520382.36,13941776.19,0.00,0.00,1935.44
853,2/6/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
854,2/6/2023,TOMATOES,20760410.18,10704481.79,0.00,0.00,6661.52
855,2/6/2023,GRAPES L2,14971681.27,6886566.62,0.00,382.22,0.00
856,2/6/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
857,2/13/2023,BANANAS PINEAPPLES,18077636.89,30599452.38,0.00,0.00,0.00
858,2/13/2023,TOMATOES,19002653.74,9663796.92,0.00,0.00,5901.58
859,2/13/2023,FLORAL,66409782.59,5294102.00,0.00,0.00,0.00
860,2/13/2023,COOKING VEGTABLES,29736179.82,16924861.32,227.35,0.00,0.00
861,2/13/2023,MELONS,3997202.23,832669.81,0.00,0.00,0.00
862,2/13/2023,PRODUCE L2,20879.85,9636.00,0.00,0.00,0.00
863,2/13/2023,APPLES PEARS CHERRIES,20472026.76,6460672.62,0.00,0.00,9302.37
864,2/13/2023,SANDWICHES AND SALADS,3751363.78,1099341.00,1519.56,6408.70,0.00
865,2/13/2023,,0.00,0.00,0.00,0.00,1066.05
866,2/13/2023,POTATOES ONIONS GARLIC,33632372.75,13249642.88,0.00,0.00,1900.45
867,2/13/2023,STONE FRUIT,1050947.70,447235.10,0.00,0.00,0.00
868,2/13/2023,VAV MUSHROOMS DDV,15920279.24,4908766.39,8464.82,15167.64,39895.56
869,2/13/2023,GRAPES L2,12935269.43,6370771.36,0.00,299.77,0.00
870,2/13/2023,AVOCADOS L2,8270811.46,9214003.02,633.48,0.00,9842.00
871,2/13/2023,MIXED BERRIES,14941787.13,3615047.00,0.00,0.00,0.00
872,2/13/2023,CUT FRUIT,15108040.95,3345279.68,9889.04,12973.94,4594.50
873,2/13/2023,DEPT LEVEL SALES,285756.90,90958.20,0.00,0.00,0.00
874,2/13/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
875,2/13/2023,TROPICALS,4965718.20,3406607.44,0.00,0.00,0.00
876,2/13/2023,PACKAGED VEGETABLES,27228555.64,8995503.58,19436.38,29036.05,15438.97
877,2/13/2023,CITRUS,27108498.41,16113411.18,12167.27,6951.65,4297.24
878,2/13/2023,D94 MISC L2,158.92,116.00,0.00,0.00,0.00
879,2/13/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
880,2/13/2023,TRUCK VEG CHILIS,26363193.00,21612237.74,0.00,0.00,0.00
881,2/13/2023,STRAWBERRIES,20134376.74,5314714.76,0.00,0.00,0.00
882,2/13/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
883,2/20/2023,CITRUS,28924446.55,17463625.13,14014.08,6969.07,3006.93
884,2/20/2023,AVOCADOS L2,8383392.47,8819720.20,627.32,0.00,9842.00
885,2/20/2023,FLORAL,5071299.41,643716.00,0.00,0.00,0.00
886,2/20/2023,MIXED BERRIES,16013111.12,3817174.00,0.00,0.00,0.00
887,2/20/2023,TROPICALS,5409246.88,3744791.25,0.00,0.00,0.00
888,2/20/2023,BANANAS PINEAPPLES,18949808.68,31984979.41,0.00,0.00,0.00
889,2/20/2023,CUT FRUIT,15560367.60,3515376.34,10214.24,11568.84,4449.68
890,2/20/2023,STONE FRUIT,1227073.39,520817.40,0.00,0.00,0.00
891,2/20/2023,PACKAGED VEGETABLES,28496110.47,9512355.90,22588.63,36187.45,17555.69
892,2/20/2023,MELONS,4503825.01,945318.62,0.00,0.00,0.00
893,2/20/2023,SANDWICHES AND SALADS,3898228.79,1142161.00,1744.39,5421.64,0.00
894,2/20/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
895,2/20/2023,POTATOES ONIONS GARLIC,34804934.99,13812542.41,0.00,0.00,1950.69
896,2/20/2023,STRAWBERRIES,17547909.60,4667265.02,0.00,0.00,0.00
897,2/20/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
898,2/20/2023,COOKING VEGTABLES,31268378.29,17793268.02,230.69,0.00,0.00
899,2/20/2023,PRODUCE L2,20532.57,9759.00,0.00,0.00,0.00
900,2/20/2023,GRAPES L2,12681672.93,6794354.79,0.00,255.80,0.00
901,2/20/2023,APPLES PEARS CHERRIES,21584379.01,6765966.35,0.00,0.00,10484.40
902,2/20/2023,VAV MUSHROOMS DDV,17023014.80,5199355.50,9227.30,14782.17,42427.51
903,2/20/2023,,0.00,0.00,0.00,0.00,1427.46
904,2/20/2023,TRUCK VEG CHILIS,28234402.65,23050920.89,0.00,0.00,0.00
905,2/20/2023,TOMATOES,18877424.20,10261147.65,0.00,0.00,6215.17
906,2/20/2023,D94 MISC L2,178.10,130.00,0.00,0.00,0.00
907,2/20/2023,DEPT LEVEL SALES,171860.09,73846.87,0.00,0.00,0.00
908,2/27/2023,,0.00,0.00,0.00,0.00,2065.66
909,2/27/2023,CITRUS,30473357.93,17836303.99,963.70,1679.03,3658.49
910,2/27/2023,BANANAS PINEAPPLES,19566280.38,32857671.13,0.00,0.00,0.00
911,2/27/2023,TROPICALS,5672996.09,3959859.63,0.00,0.00,0.00
912,2/27/2023,SANDWICHES AND SALADS,4004317.20,1171416.00,121.86,864.05,0.00
913,2/27/2023,TOMATOES,19840601.22,10584421.14,0.00,0.00,5839.28
914,2/27/2023,DEPT LEVEL SALES,164451.95,65254.57,0.00,0.00,0.00
915,2/27/2023,APPLES PEARS CHERRIES,22006821.73,6886576.85,0.00,0.00,10157.78
916,2/27/2023,VAV MUSHROOMS DDV,17299340.00,5273934.44,1559.11,4998.16,43305.76
917,2/27/2023,STONE FRUIT,1427335.48,563926.91,0.00,0.00,0.00
918,2/27/2023,D94 MISC L2,161.56,117.93,0.00,0.00,0.00
919,2/27/2023,MIXED BERRIES,17215300.47,3846026.00,0.00,0.00,0.00
920,2/27/2023,TRUCK VEG CHILIS,28925403.19,23743578.47,0.00,0.00,0.00
921,2/27/2023,POTATOES ONIONS GARLIC,35527574.58,13994836.31,0.00,0.00,1420.09
922,2/27/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
923,2/27/2023,FLORAL,5330119.24,674478.00,0.00,0.00,0.00
924,2/27/2023,STRAWBERRIES,17238277.38,4586495.94,0.00,0.00,0.00
925,2/27/2023,PACKAGED VEGETABLES,29287291.47,9842299.04,60141.59,33789.26,15430.13
926,2/27/2023,AVOCADOS L2,9024275.62,9475278.21,625.46,0.00,5598.46
927,2/27/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
928,2/27/2023,MELONS,4734356.82,998073.68,0.00,0.00,0.00
929,2/27/2023,PRODUCE L2,18903.44,8634.00,0.00,0.00,0.00
930,2/27/2023,COOKING VEGTABLES,31647664.96,17939035.62,237.13,0.00,0.00
931,2/27/2023,CUT FRUIT,16287087.86,3674571.21,7839.03,5019.29,4072.41
932,2/27/2023,GRAPES L2,13055108.08,7131110.32,0.00,33.00,0.00
933,3/6/2023,APPLES PEARS CHERRIES,21471602.28,6700760.97,0.00,0.00,10299.23
934,3/6/2023,CUT FRUIT,16080574.59,3630410.52,7489.60,3829.85,4062.10
935,3/6/2023,VAV MUSHROOMS DDV,17209849.30,5230492.60,3091.95,2162.39,41991.65
936,3/6/2023,TOMATOES,19574215.99,10345188.00,0.00,0.00,5958.33
937,3/6/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
938,3/6/2023,CITRUS,29787451.99,17436087.52,0.00,0.00,4031.36
939,3/6/2023,STONE FRUIT,1481016.79,572073.95,0.00,0.00,0.00
940,3/6/2023,SANDWICHES AND SALADS,3612015.15,1054385.00,0.00,0.00,0.00
941,3/6/2023,GRAPES L2,12704036.68,7026715.70,0.00,0.00,0.00
942,3/6/2023,MELONS,4937751.45,1037236.49,0.00,0.00,0.00
943,3/6/2023,MIXED BERRIES,17423309.69,3820504.00,0.00,0.00,0.00
944,3/6/2023,STRAWBERRIES,16652894.91,4447355.90,0.00,0.00,0.00
945,3/6/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
946,3/6/2023,D94 MISC L2,191.80,140.00,0.00,0.00,0.00
947,3/6/2023,POTATOES ONIONS GARLIC,35243322.03,13827147.53,0.00,0.00,1628.40
948,3/6/2023,,0.00,0.00,0.00,0.00,1473.07
949,3/6/2023,PACKAGED VEGETABLES,28816066.98,9701627.19,15509.05,29614.58,17090.77
950,3/6/2023,BANANAS PINEAPPLES,19341869.20,32350736.94,0.00,0.00,0.00
951,3/6/2023,PRODUCE L2,18033.06,8625.00,0.00,0.00,0.00
952,3/6/2023,FLORAL,5923187.65,745165.00,0.00,0.00,0.00
953,3/6/2023,AVOCADOS L2,9028991.94,9367957.99,618.00,0.00,3895.15
954,3/6/2023,TROPICALS,5568267.96,3882259.09,0.00,0.00,0.00
955,3/6/2023,DEPT LEVEL SALES,366256.76,102053.06,0.00,0.00,0.00
956,3/6/2023,COOKING VEGTABLES,31165957.41,17751550.78,180.32,0.00,0.00
957,3/6/2023,TRUCK VEG CHILIS,28706082.93,23916795.28,0.00,0.00,0.00
958,3/13/2023,MELONS,5105798.92,1097743.70,0.00,0.00,0.00
959,3/13/2023,BANANAS PINEAPPLES,19419653.99,32511883.21,0.00,0.00,0.00
960,3/13/2023,DEPT LEVEL SALES,172814.52,66381.59,0.00,0.00,0.00
961,3/13/2023,COOKING VEGTABLES,31274285.36,17999377.76,196.57,0.00,0.00
962,3/13/2023,CITRUS,29478861.20,17308431.88,0.00,0.00,2408.99
963,3/13/2023,SANDWICHES AND SALADS,3646306.85,1061928.00,0.00,0.00,0.00
964,3/13/2023,AVOCADOS L2,8893576.81,9270391.80,617.93,0.00,3895.15
965,3/13/2023,,0.00,0.00,0.00,0.00,1176.78
966,3/13/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
967,3/13/2023,APPLES PEARS CHERRIES,21280258.97,6608657.95,0.00,0.00,13543.86
968,3/13/2023,STRAWBERRIES,16863056.48,4533314.00,0.00,0.00,0.00
969,3/13/2023,D94 MISC L2,154.71,112.93,0.00,0.00,0.00
970,3/13/2023,CUT FRUIT,15971455.00,3547962.70,7370.03,3823.23,4284.10
971,3/13/2023,VAV MUSHROOMS DDV,16938810.46,5146234.87,1310.82,1382.96,41929.50
972,3/13/2023,POTATOES ONIONS GARLIC,36466950.42,14184646.05,0.00,0.00,1806.56
973,3/13/2023,MIXED BERRIES,17415722.12,3944795.00,0.00,0.00,0.00
974,3/13/2023,TROPICALS,5754503.92,3984031.28,0.00,0.00,0.00
975,3/13/2023,PACKAGED VEGETABLES,28386320.81,9584430.15,15588.56,29717.46,16760.27
976,3/13/2023,STONE FRUIT,1541131.24,585837.31,0.00,0.00,0.00
977,3/13/2023,PRODUCE L2,16248.79,7699.00,0.00,0.00,0.00
978,3/13/2023,GRAPES L2,12243616.44,6847044.71,0.00,0.00,0.00
979,3/13/2023,TOMATOES,19013738.92,10171715.01,0.00,0.00,5268.42
980,3/13/2023,FLORAL,5711916.56,724175.00,0.00,0.00,0.00
981,3/13/2023,TRUCK VEG CHILIS,29142816.77,24465565.10,0.00,0.00,0.00
982,3/20/2023,,0.00,0.00,0.00,0.00,1062.16
983,3/20/2023,TROPICALS,5520139.16,3860542.31,0.00,0.00,0.00
984,3/20/2023,DEPT LEVEL SALES,115432.37,33532.83,0.00,0.00,0.00
985,3/20/2023,TOMATOES,18941046.61,10243865.31,0.00,0.00,5037.98
986,3/20/2023,PACKAGED VEGETABLES,28221683.09,9522770.73,11847.49,19952.30,13993.86
987,3/20/2023,CITRUS,28562345.37,17277164.37,0.00,0.00,2928.92
988,3/20/2023,SANDWICHES AND SALADS,3678324.05,1086095.00,0.00,0.00,0.00
989,3/20/2023,MIXED BERRIES,17556179.05,4006270.00,0.00,0.00,0.00
990,3/20/2023,VAV MUSHROOMS DDV,16626655.54,5064891.10,830.05,492.84,39806.23
991,3/20/2023,COOKING VEGTABLES,30509417.00,17446893.46,224.20,0.00,0.00
992,3/20/2023,TRUCK VEG CHILIS,27750880.39,22910339.45,0.00,0.00,0.00
993,3/20/2023,AVOCADOS L2,8802001.11,9277047.04,617.01,0.00,3895.15
994,3/20/2023,BANANAS PINEAPPLES,19305251.43,32284378.39,0.00,0.00,0.00
995,3/20/2023,STONE FRUIT,1796333.28,677652.48,0.00,0.00,0.00
996,3/20/2023,MELONS,5754275.84,1224214.14,0.00,0.00,0.00
997,3/20/2023,APPLES PEARS CHERRIES,21135319.46,6642437.22,0.00,0.00,11772.50
998,3/20/2023,PRODUCE L2,16660.30,7718.00,0.00,0.00,0.00
999,3/20/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1000,3/20/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
1001,3/20/2023,FLORAL,5953369.80,754030.00,0.00,0.00,0.00
1002,3/20/2023,CUT FRUIT,15564790.74,3478428.16,4061.02,2047.81,4638.49
1003,3/20/2023,GRAPES L2,11830953.18,6829694.82,0.00,0.00,0.00
1004,3/20/2023,STRAWBERRIES,15528887.11,4197508.00,0.00,0.00,0.00
1005,3/20/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1006,3/20/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
1007,3/20/2023,POTATOES ONIONS GARLIC,33221725.68,13212064.95,0.00,0.00,1977.60
1008,3/20/2023,D94 MISC L2,201.39,147.00,0.00,0.00,0.00
1009,3/27/2023,GRAPES L2,11537955.56,7117568.44,0.00,0.00,0.00
1010,3/27/2023,TROPICALS,5496112.80,3953338.60,0.00,0.00,0.00
1011,3/27/2023,STRAWBERRIES,12939998.40,3868546.00,0.00,0.00,0.00
1012,3/27/2023,MELONS,6373373.99,1330971.33,0.00,0.00,0.00
1013,3/27/2023,CITRUS,28851671.94,17790377.90,0.00,0.00,2514.07
1014,3/27/2023,PRODUCE L2,12786.86,5968.00,0.00,0.00,0.00
1015,3/27/2023,DEPT LEVEL SALES,192380.04,79414.98,0.00,0.00,0.00
1016,3/27/2023,POTATOES ONIONS GARLIC,34207623.38,13531648.39,0.00,0.00,1911.89
1017,3/27/2023,AVOCADOS L2,9549665.59,9645134.35,610.63,0.00,3932.25
1018,3/27/2023,,0.00,0.00,0.00,0.00,1080.42
1019,3/27/2023,TRUCK VEG CHILIS,28255573.61,23983929.98,0.00,0.00,0.00
1020,3/27/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
1021,3/27/2023,MIXED BERRIES,17995442.94,4129028.00,0.00,0.00,0.00
1022,3/27/2023,D94 MISC L2,165.77,121.00,0.00,0.00,0.00
1023,3/27/2023,VAV MUSHROOMS DDV,16718186.23,5083642.44,3583.74,2193.16,35109.09
1024,3/27/2023,APPLES PEARS CHERRIES,21433444.37,6777695.79,0.00,0.00,15432.05
1025,3/27/2023,FLORAL,5859216.79,742823.00,0.00,0.00,0.00
1026,3/27/2023,TOMATOES,19257032.72,10341858.13,0.00,139.09,4139.47
1027,3/27/2023,STONE FRUIT,2030065.17,762916.04,0.00,0.00,0.00
1028,3/27/2023,COOKING VEGTABLES,30701108.21,17611656.63,285.04,0.00,0.00
1029,3/27/2023,BANANAS PINEAPPLES,19728689.00,32891378.54,0.00,0.00,0.00
1030,3/27/2023,CUT FRUIT,15701933.81,3495639.33,5.67,0.00,3819.57
1031,3/27/2023,SANDWICHES AND SALADS,3724791.55,1107271.00,0.00,0.00,0.00
1032,3/27/2023,PACKAGED VEGETABLES,28477220.64,9592675.46,3721.81,6055.84,13083.40
1033,3/27/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1034,4/3/2023,STRAWBERRIES,19698367.13,4977899.00,0.00,0.00,0.00
1035,4/3/2023,TRUCK VEG CHILIS,32453502.89,28539053.01,0.00,0.00,0.00
1036,4/3/2023,BANANAS PINEAPPLES,20182511.48,33418366.69,0.00,0.00,0.00
1037,4/3/2023,PRODUCE L2,15514.29,7512.00,0.00,0.00,0.00
1038,4/3/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
1039,4/3/2023,VAV MUSHROOMS DDV,18089494.04,5449516.81,2776.48,1616.39,36681.21
1040,4/3/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1041,4/3/2023,APPLES PEARS CHERRIES,21290578.91,6706732.78,0.00,0.00,14972.88
1042,4/3/2023,COOKING VEGTABLES,34741494.90,20063464.47,230.78,0.00,0.00
1043,4/3/2023,FLORAL,11317008.39,1471957.00,0.00,0.00,0.00
1044,4/3/2023,PACKAGED VEGETABLES,29817129.86,10084043.60,3022.23,0.00,15034.08
1045,4/3/2023,MIXED BERRIES,19029288.47,4492523.00,0.00,0.00,0.00
1046,4/3/2023,DEPT LEVEL SALES,302452.16,128033.76,0.00,0.00,0.00
1047,4/3/2023,TROPICALS,5663320.99,4003487.91,0.00,0.00,0.00
1048,4/3/2023,CITRUS,30582701.46,19458575.07,0.00,0.00,2100.00
1049,4/3/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
1050,4/3/2023,,0.00,0.00,0.00,0.00,1315.40
1051,4/3/2023,GRAPES L2,13114967.75,7528714.87,0.00,0.00,0.00
1052,4/3/2023,CUT FRUIT,18322785.65,3837023.46,6.53,0.00,2624.11
1053,4/3/2023,TOMATOES,21121239.19,11178308.66,529.00,5526.41,5638.26
1054,4/3/2023,MELONS,7635096.89,1539902.53,0.00,0.00,0.00
1055,4/3/2023,AVOCADOS L2,9694889.58,10036288.38,610.31,0.00,4025.00
1056,4/3/2023,SANDWICHES AND SALADS,3721917.78,1108643.00,0.00,0.00,0.00
1057,4/3/2023,D94 MISC L2,178.00,129.93,0.00,0.00,0.00
1058,4/3/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1059,4/3/2023,STONE FRUIT,2255372.08,842277.84,0.00,0.00,0.00
1060,4/3/2023,POTATOES ONIONS GARLIC,43738945.09,16934516.28,0.00,0.00,1800.89
1061,4/10/2023,,0.00,0.00,0.00,0.00,1500.31
1062,4/10/2023,CUT FRUIT,16766478.78,3783395.68,5.37,0.00,2875.06
1063,4/10/2023,COOKING VEGTABLES,31063585.10,16972427.18,400.34,0.00,0.00
1064,4/10/2023,CITRUS,29353758.96,18319159.41,0.00,0.00,1950.00
1065,4/10/2023,TROPICALS,5582077.83,3849694.90,0.00,0.00,0.00
1066,4/10/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1067,4/10/2023,MIXED BERRIES,18413323.93,4358031.00,0.00,0.00,0.00
1068,4/10/2023,VAV MUSHROOMS DDV,16822683.79,5117111.28,3738.63,1438.40,46094.25
1069,4/10/2023,STRAWBERRIES,20104209.36,4743288.00,0.00,0.00,0.00
1070,4/10/2023,TOMATOES,19660589.89,10599475.55,529.84,5304.69,5745.39
1071,4/10/2023,PRODUCE L2,16942.79,8155.00,0.00,0.00,0.00
1072,4/10/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1073,4/10/2023,MELONS,7902068.01,1584796.24,0.00,0.00,0.00
1074,4/10/2023,POTATOES ONIONS GARLIC,32464039.62,13020400.50,0.00,0.00,1873.50
1075,4/10/2023,D94 MISC L2,180.84,132.00,0.00,0.00,0.00
1076,4/10/2023,APPLES PEARS CHERRIES,21130114.68,6614298.28,0.00,0.00,15534.84
1077,4/10/2023,STONE FRUIT,1821797.68,672098.04,0.00,0.00,0.00
1078,4/10/2023,TRUCK VEG CHILIS,29417363.10,26075126.63,0.00,0.00,0.00
1079,4/10/2023,GRAPES L2,13850777.81,7105582.21,0.00,0.00,0.00
1080,4/10/2023,PACKAGED VEGETABLES,29545727.46,9953278.09,5226.33,0.00,18368.86
1081,4/10/2023,FLORAL,5818762.56,742087.00,0.00,0.00,0.00
1082,4/10/2023,AVOCADOS L2,9797495.44,10000231.24,606.88,0.00,4153.00
1083,4/10/2023,BANANAS PINEAPPLES,19983441.89,33093570.95,0.00,0.00,0.00
1084,4/10/2023,SANDWICHES AND SALADS,3893848.76,1169379.00,0.00,0.00,0.00
1085,4/10/2023,DEPT LEVEL SALES,370158.37,162352.01,0.00,0.00,0.00
1086,4/17/2023,PRODUCE L2,16441.50,7658.00,0.00,0.00,0.00
1087,4/17/2023,MELONS,8670529.20,1662937.95,0.00,0.00,0.00
1088,4/17/2023,MIXED BERRIES,17433255.47,4470877.00,0.00,0.00,0.00
1089,4/17/2023,,0.00,0.00,0.00,0.00,1477.41
1090,4/17/2023,AVOCADOS L2,9851874.93,9588906.93,596.54,0.00,4249.00
1091,4/17/2023,GRAPES L2,13739552.38,6710184.09,0.00,0.00,0.00
1092,4/17/2023,STONE FRUIT,1429100.91,517119.30,0.00,0.00,0.00
1093,4/17/2023,VAV MUSHROOMS DDV,16713055.00,5071831.57,1520.20,4044.96,47317.62
1094,4/17/2023,CITRUS,28394571.18,18124595.19,0.00,0.00,1575.00
1095,4/17/2023,CUT FRUIT,16267101.92,3629980.92,5.32,239.05,2836.27
1096,4/17/2023,FLORAL,6045865.51,765708.00,0.00,0.00,0.00
1097,4/17/2023,DEPT LEVEL SALES,263199.65,110343.67,0.00,0.00,0.00
1098,4/17/2023,D94 MISC L2,223.31,163.00,0.00,0.00,0.00
1099,4/17/2023,TOMATOES,19298550.32,10389012.57,156.59,5228.51,5507.65
1100,4/17/2023,BANANAS PINEAPPLES,19668234.99,32574165.24,0.00,0.00,0.00
1101,4/17/2023,SANDWICHES AND SALADS,3715405.42,1122727.00,0.00,0.00,0.00
1102,4/17/2023,PACKAGED VEGETABLES,28951195.22,9808398.13,3506.68,119.53,24198.82
1103,4/17/2023,POTATOES ONIONS GARLIC,32142185.72,12948093.74,0.00,0.00,1757.50
1104,4/17/2023,COOKING VEGTABLES,31155460.03,16733846.91,268.10,0.00,0.00
1105,4/17/2023,TROPICALS,5441361.44,3755882.18,0.00,0.00,0.00
1106,4/17/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
1107,4/17/2023,TRUCK VEG CHILIS,29452003.84,26192479.12,0.00,0.00,0.00
1108,4/17/2023,STRAWBERRIES,20792809.58,4910350.00,0.00,0.00,0.00
1109,4/17/2023,APPLES PEARS CHERRIES,20588272.16,6367738.18,7310.38,0.00,15215.72
1110,4/17/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1111,4/17/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1112,4/24/2023,,0.00,0.00,0.00,0.00,1503.13
1113,4/24/2023,MELONS,9044537.28,1793701.08,0.00,0.00,0.00
1114,4/24/2023,TRUCK VEG CHILIS,29428400.47,26184954.74,0.00,0.00,0.00
1115,4/24/2023,GRAPES L2,13837838.07,6708583.94,0.00,0.00,0.00
