,week_start_date,L2,O_SALE,O_UNIT,M_ON_DIS_TOTAL_SPEND,M_OFF_DIS_TOTAL_SPEND,M_SEARCH_SPEND
1851,11/6/2023,CITRUS,24046375.46,17525846.04,0.00,0.00,0.00
1852,11/6/2023,PACKAGED VEGETABLES,27307631.03,9243412.09,241.90,14145.97,25673.08
1853,11/6/2023,PRODUCE L2,106533.68,52207.00,0.00,0.00,0.00
1854,11/6/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1855,11/6/2023,D94 MISC L2,1049.42,766.00,0.00,0.00,0.00
1856,11/6/2023,STONE FRUIT,3226589.98,1237554.15,0.00,0.00,0.00
1857,11/6/2023,MIXED BERRIES,15954801.25,2890571.00,0.00,0.00,0.00
1858,11/6/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
1859,11/6/2023,MELONS,3373604.08,826476.43,0.00,0.00,0.00
1860,11/6/2023,AVOCADOS L2,8940702.23,8655432.58,0.00,0.00,0.00
1861,11/6/2023,FLORAL,6026762.20,802102.00,0.00,0.00,0.00
1862,11/6/2023,TRUCK VEG CHILIS,28116711.21,22118100.70,0.00,0.00,0.00
1863,11/13/2023,PRODUCE L2,202969.32,100320.00,0.00,0.00,0.00
1864,11/13/2023,CITRUS,24812555.23,19087564.25,0.00,0.00,0.00
1865,11/13/2023,CUT FRUIT,13740878.64,3027089.48,12.54,0.00,2411.21
1866,11/13/2023,STRAWBERRIES,14258542.90,3236534.00,0.00,0.00,0.00
1867,11/13/2023,APPLES PEARS CHERRIES,25006878.22,9483823.32,0.00,0.00,8736.19
1868,11/13/2023,MELONS,3055021.58,737642.93,0.00,0.00,0.00
1869,11/13/2023,STONE FRUIT,1749599.88,629282.74,0.00,0.00,0.00
1870,11/13/2023,TROPICALS,2785501.10,1252233.85,0.00,0.00,0.00
1871,11/13/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1872,11/13/2023,,0.00,0.00,0.00,0.00,1371.39
1873,11/13/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
1874,11/13/2023,BANANAS PINEAPPLES,18693006.91,30595753.28,0.00,0.00,0.00
1875,11/13/2023,DEPT LEVEL SALES,75602.07,14847.37,0.00,0.00,0.00
1876,11/13/2023,AVOCADOS L2,8649044.56,8315975.19,0.00,0.00,0.00
1877,11/13/2023,GRAPES L2,17542218.50,7749001.63,0.00,0.00,0.00
1878,11/13/2023,SANDWICHES AND SALADS,2714426.25,918742.00,23236.89,0.00,0.00
1879,11/13/2023,D94 MISC L2,1472.55,1074.86,0.00,0.00,0.00
1880,11/13/2023,TOMATOES,17370438.06,9819254.79,0.00,0.00,10469.48
1881,11/13/2023,FLORAL,6108025.17,798101.00,0.00,0.00,0.00
1882,11/13/2023,MIXED BERRIES,15100640.37,2797860.00,0.00,0.00,0.00
1883,11/13/2023,TRUCK VEG CHILIS,30246276.32,23405505.38,0.00,0.00,0.00
1884,11/13/2023,POTATOES ONIONS GARLIC,50272742.09,25708036.81,0.00,0.00,3835.82
1885,11/13/2023,VAV MUSHROOMS DDV,16052731.22,4957042.28,0.00,0.00,52856.62
1886,11/13/2023,PACKAGED VEGETABLES,26865574.12,9300970.68,237.52,12187.92,24115.80
1887,11/13/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1888,11/13/2023,COOKING VEGTABLES,34173311.64,20818466.74,0.00,464.39,0.00
1889,11/20/2023,MELONS,2566552.72,612809.13,0.00,0.00,0.00
1890,11/20/2023,APPLES PEARS CHERRIES,23044397.44,8750058.47,0.00,0.00,10328.34
1891,11/20/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1892,11/20/2023,PACKAGED VEGETABLES,23577490.74,8188284.04,238.31,11811.61,22807.59
1893,11/20/2023,VAV MUSHROOMS DDV,15189111.01,4721307.16,0.00,0.00,44224.37
1894,11/20/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1895,11/20/2023,D94 MISC L2,1073.61,783.93,0.00,0.00,0.00
1896,11/20/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
1897,11/20/2023,MIXED BERRIES,14059791.40,2628275.00,0.00,0.00,0.00
1898,11/20/2023,FLORAL,6601549.56,847809.00,0.00,0.00,0.00
1899,11/20/2023,COOKING VEGTABLES,32325655.83,19773220.93,0.00,460.25,0.00
1900,11/20/2023,STRAWBERRIES,14111992.69,3061301.00,0.00,0.00,0.00
1901,11/20/2023,TROPICALS,2519374.37,1152426.62,0.00,0.00,0.00
1902,11/20/2023,TRUCK VEG CHILIS,29360230.85,22427264.99,0.00,0.00,0.00
1903,11/20/2023,PRODUCE L2,222611.10,109505.00,1.93,0.00,0.00
1904,11/20/2023,CUT FRUIT,12222866.19,2539934.21,21.75,0.00,4418.89
1905,11/20/2023,CITRUS,24054865.78,19526020.07,0.00,0.00,0.00
1906,11/20/2023,STONE FRUIT,897035.63,286932.78,0.00,0.00,0.00
1907,11/20/2023,BANANAS PINEAPPLES,16604920.61,27224102.38,0.00,0.00,0.00
1908,11/20/2023,,0.00,0.00,0.00,0.00,1302.37
1909,11/20/2023,GRAPES L2,15628728.16,6935420.96,0.00,0.00,0.00
1910,11/20/2023,POTATOES ONIONS GARLIC,44042976.40,21991383.20,0.00,0.00,3938.84
1911,11/20/2023,TOMATOES,15870472.99,8955267.01,8.69,0.00,10115.00
1912,11/20/2023,AVOCADOS L2,7457705.44,7272223.09,0.00,0.00,0.00
1913,11/20/2023,DEPT LEVEL SALES,69209.33,17553.50,0.00,0.00,0.00
1914,11/20/2023,SANDWICHES AND SALADS,1868746.22,634179.00,23059.25,0.00,0.00
1915,11/20/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
1916,11/27/2023,APPLES PEARS CHERRIES,23267398.36,8435557.37,0.00,0.00,18924.79
1917,11/27/2023,COOKING VEGTABLES,30582655.90,17840031.01,0.00,452.88,0.00
1918,11/27/2023,TROPICALS,3353523.50,1569435.97,0.00,0.00,0.00
1919,11/27/2023,BANANAS PINEAPPLES,18851258.39,30997364.70,0.00,0.00,0.00
1920,11/27/2023,D94 MISC L2,735.59,536.93,0.00,0.00,0.00
1921,11/27/2023,DEPT LEVEL SALES,83141.13,14439.04,0.00,0.00,0.00
1922,11/27/2023,PACKAGED VEGETABLES,27967486.31,9427974.48,233.59,10981.66,24299.24
1923,11/27/2023,MELONS,2951679.98,646714.61,0.00,0.00,0.00
1924,11/27/2023,VAV MUSHROOMS DDV,15648081.74,4881673.35,0.00,0.00,49866.02
1925,11/27/2023,GRAPES L2,17324073.94,7692205.40,0.00,0.00,0.00
1926,11/27/2023,MIXED BERRIES,16050427.82,3002094.00,0.00,0.00,0.00
1927,11/27/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
1928,11/27/2023,FLORAL,5021089.91,658108.00,0.00,0.00,0.00
1929,11/27/2023,STRAWBERRIES,14455846.73,3048100.00,0.00,0.00,0.00
1930,11/27/2023,STONE FRUIT,624547.59,178460.67,0.00,0.00,0.00
1931,11/27/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1932,11/27/2023,CUT FRUIT,12832876.39,2972630.51,9.41,0.00,6121.82
1933,11/27/2023,AVOCADOS L2,8920721.43,8759265.86,0.00,0.00,0.00
1934,11/27/2023,PRODUCE L2,99122.47,47513.00,1.88,0.00,0.00
1935,11/27/2023,TOMATOES,18017363.55,10138057.73,8.45,0.00,11475.60
1936,11/27/2023,CITRUS,26294671.56,19418641.48,0.00,0.00,0.00
1937,11/27/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1938,11/27/2023,,0.00,0.00,0.00,0.00,1498.77
1939,11/27/2023,TRUCK VEG CHILIS,27371294.61,21661071.12,0.00,0.00,0.00
1940,11/27/2023,POTATOES ONIONS GARLIC,31699931.30,14531243.94,0.00,0.00,3931.70
1941,11/27/2023,SANDWICHES AND SALADS,2731457.70,928371.00,22704.57,0.00,0.00
1942,12/4/2023,VAV MUSHROOMS DDV,15673485.60,4861278.95,0.00,0.00,49546.18
1943,12/4/2023,DEPT LEVEL SALES,77832.73,16483.27,0.00,0.00,0.00
1944,12/4/2023,CUT FRUIT,13503498.37,3075243.00,8.42,0.00,5878.92
1945,12/4/2023,STONE FRUIT,246826.69,68099.02,0.00,0.00,0.00
1946,12/4/2023,SANDWICHES AND SALADS,2783254.86,938305.00,24288.64,0.00,0.00
1947,12/4/2023,STRAWBERRIES,15176263.56,3128030.00,0.00,0.00,0.00
1948,12/4/2023,MIXED BERRIES,14411780.88,3098773.00,0.00,0.00,0.00
1949,12/4/2023,,0.00,0.00,0.00,0.00,1501.59
1950,12/4/2023,FLORAL,6022985.73,828614.00,0.00,0.00,0.00
1951,12/4/2023,TRUCK VEG CHILIS,27044071.08,21167622.52,0.00,0.00,0.00
1952,12/4/2023,COOKING VEGTABLES,29988220.40,17610306.47,0.00,441.30,0.00
1953,12/4/2023,APPLES PEARS CHERRIES,22567792.02,8044385.33,0.00,0.00,24370.69
1954,12/4/2023,POTATOES ONIONS GARLIC,32935743.57,15021642.12,0.00,0.00,2866.75
1955,12/4/2023,GRAPES L2,16878032.82,7356530.16,0.00,0.00,0.00
1956,12/4/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1957,12/4/2023,TOMATOES,17956300.88,10066256.32,3.98,0.00,11642.62
1958,12/4/2023,PRODUCE L2,118350.40,58187.00,0.89,0.00,0.00
1959,12/4/2023,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
1960,12/4/2023,PACKAGED VEGETABLES,27458795.41,9281739.29,232.54,10802.63,22900.03
1961,12/4/2023,MELONS,2868261.40,622297.86,0.00,0.00,0.00
1962,12/4/2023,D94 MISC L2,891.77,650.93,0.00,0.00,0.00
1963,12/4/2023,AVOCADOS L2,8546511.05,8794144.76,0.00,0.00,0.00
1964,12/4/2023,BANANAS PINEAPPLES,19008359.97,31185518.99,0.00,0.00,0.00
1965,12/4/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1966,12/4/2023,CITRUS,26456049.84,19354557.32,0.00,0.00,0.00
1967,12/4/2023,TROPICALS,3508283.71,1680043.65,0.00,0.00,0.00
1968,12/11/2023,COOKING VEGTABLES,29596995.30,17562553.97,0.00,442.61,0.00
1969,12/11/2023,VAV MUSHROOMS DDV,15213263.26,4699187.35,0.00,0.00,49276.83
1970,12/11/2023,POTATOES ONIONS GARLIC,34752423.38,15999881.24,0.00,0.00,3001.99
1971,12/11/2023,D94 MISC L2,1020.65,745.00,0.00,0.00,0.00
1972,12/11/2023,TRUCK VEG CHILIS,26144401.03,20450065.57,0.00,0.00,0.00
1973,12/11/2023,MIXED BERRIES,13763942.23,3000331.00,0.00,0.00,0.00
1974,12/11/2023,PRODUCE L2,148172.41,71721.00,0.81,0.00,0.00
1975,12/11/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
1976,12/11/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1977,12/11/2023,AVOCADOS L2,8180410.35,8542495.89,4937.38,0.00,675.00
1978,12/11/2023,PACKAGED VEGETABLES,26215425.82,8879590.93,226.58,9629.26,25127.94
1979,12/11/2023,CITRUS,25970630.12,19148044.89,0.00,0.00,0.00
1980,12/11/2023,CUT FRUIT,13707196.95,2939989.95,8.60,0.00,5621.09
1981,12/11/2023,DEPT LEVEL SALES,102935.25,25742.52,0.00,0.00,0.00
1982,12/11/2023,,0.00,0.00,0.00,0.00,2067.93
1983,12/11/2023,FLORAL,6361363.44,861991.00,0.00,0.00,0.00
1984,12/11/2023,MELONS,2656030.55,582132.37,0.00,0.00,0.00
1985,12/11/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
1986,12/11/2023,SANDWICHES AND SALADS,2523335.00,848378.00,27804.57,0.00,0.00
1987,12/11/2023,BANANAS PINEAPPLES,18140837.80,29787413.03,0.00,0.00,0.00
1988,12/11/2023,TROPICALS,3867224.64,1859414.42,0.00,0.00,0.00
1989,12/11/2023,TOMATOES,17527127.64,9613699.01,3.66,0.00,11304.63
1990,12/11/2023,GRAPES L2,16208169.22,6990478.16,0.00,0.00,0.00
1991,12/11/2023,STONE FRUIT,100767.20,28950.44,0.00,0.00,0.00
1992,12/11/2023,STRAWBERRIES,14174505.65,2911291.00,0.00,0.00,0.00
1993,12/11/2023,APPLES PEARS CHERRIES,21476481.68,7634737.72,0.00,0.00,25861.16
1994,12/18/2023,POTATOES ONIONS GARLIC,49437100.25,23014742.62,0.00,0.00,3073.74
1995,12/18/2023,COOKING VEGTABLES,37819433.55,22847175.23,0.00,444.84,0.00
1996,12/18/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
1997,12/18/2023,MIXED BERRIES,14700675.65,3008807.00,0.00,0.00,0.00
1998,12/18/2023,STRAWBERRIES,16662328.64,3474964.90,0.00,0.00,0.00
1999,12/18/2023,BANANAS PINEAPPLES,18539152.62,29917422.25,0.00,0.00,0.00
2000,12/18/2023,PRODUCE L2,279442.79,134989.00,0.13,0.00,0.00
2001,12/18/2023,TROPICALS,4570995.31,2100337.37,0.00,0.00,0.00
2002,12/18/2023,TRUCK VEG CHILIS,33120686.39,25645651.36,0.00,0.00,0.00
2003,12/18/2023,CITRUS,29032455.12,23504010.20,0.00,0.00,0.00
2004,12/18/2023,,0.00,0.00,0.00,0.00,1207.78
2005,12/18/2023,AVOCADOS L2,8313321.43,8537162.41,11537.11,0.00,3300.00
2006,12/18/2023,APPLES PEARS CHERRIES,22784308.87,8234210.81,0.00,0.00,21260.01
2007,12/18/2023,TOMATOES,20478846.04,10739732.94,0.58,0.00,11374.32
2008,12/18/2023,DEPT LEVEL SALES,195342.60,67851.06,0.00,0.00,0.00
2009,12/18/2023,PACKAGED VEGETABLES,28707133.28,9829307.02,218.74,22014.01,23801.75
2010,12/18/2023,FLORAL,6502117.70,842994.00,0.00,0.00,0.00
2011,12/18/2023,MELONS,2665694.58,596623.58,0.00,0.00,0.00
2012,12/18/2023,GRAPES L2,18638819.42,7643743.96,0.00,0.00,0.00
2013,12/18/2023,D94 MISC L2,1067.23,779.00,0.00,0.00,0.00
2014,12/18/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
2015,12/18/2023,STONE FRUIT,60321.01,18943.11,0.00,0.00,0.00
2016,12/18/2023,CUT FRUIT,16331604.44,2992998.80,9.22,0.00,5344.71
2017,12/18/2023,VAV MUSHROOMS DDV,18910878.43,5782517.86,0.00,0.00,43585.51
2018,12/18/2023,SANDWICHES AND SALADS,2046626.93,689895.00,5945.38,0.00,0.00
2019,12/25/2023,CUT FRUIT,11735677.32,2448279.27,3.03,0.00,5733.47
2020,12/25/2023,AVOCADOS L2,8085046.00,8423481.10,11531.48,0.00,6400.00
2021,12/25/2023,STRAWBERRIES,14406436.88,2822872.00,0.00,0.00,0.00
2022,12/25/2023,DEPT LEVEL SALES,58710.08,16393.79,0.00,0.00,0.00
2023,12/25/2023,COOKING VEGTABLES,28489541.08,16834619.33,0.00,424.25,0.00
2024,12/25/2023,GRAPES L2,17877178.77,7270770.44,0.00,0.00,0.00
2025,12/25/2023,MELONS,2572228.89,558851.49,0.00,0.00,0.00
2026,12/25/2023,TRUCK VEG CHILIS,28509681.95,22794757.21,0.00,0.00,0.00
2027,12/25/2023,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
2028,12/25/2023,STONE FRUIT,38114.73,12652.17,0.00,0.00,0.00
2029,12/25/2023,POTATOES ONIONS GARLIC,31518089.55,14364839.47,0.00,0.00,3222.09
2030,12/25/2023,,0.00,0.00,0.00,0.00,762.73
2031,12/25/2023,PACKAGED VEGETABLES,24080254.74,8178776.64,209.03,17850.74,25931.51
2032,12/25/2023,VAV MUSHROOMS DDV,14924013.96,4602171.41,0.00,0.00,47694.06
2033,12/25/2023,MIXED BERRIES,13171327.28,2655045.00,0.00,0.00,0.00
2034,12/25/2023,CITRUS,24072408.63,19563441.29,0.00,0.00,0.00
2035,12/25/2023,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
2036,12/25/2023,D94 MISC L2,427.44,312.00,0.00,0.00,0.00
2037,12/25/2023,FLORAL,4501753.92,593819.00,0.00,0.00,0.00
2038,12/25/2023,BANANAS PINEAPPLES,15904371.83,25795579.92,0.00,0.00,0.00
2039,12/25/2023,TROPICALS,4144892.08,1955805.19,0.00,0.00,0.00
2040,12/25/2023,APPLES PEARS CHERRIES,17795959.23,6355447.01,0.00,0.00,16732.25
2041,12/25/2023,PRODUCE L2,119597.53,56491.00,0.00,0.00,0.00
2042,12/25/2023,SANDWICHES AND SALADS,1792361.11,610819.00,0.00,0.00,0.00
2043,12/25/2023,TOMATOES,16698589.68,8965326.45,0.00,0.00,11113.64
2044,12/25/2023,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
2045,1/1/2024,STRAWBERRIES,18028207.14,3567073.00,0.00,0.00,0.00
2046,1/1/2024,PRODUCE L2,109073.33,49716.00,0.00,0.00,0.00
2047,1/1/2024,DEPT LEVEL SALES,185600.08,64568.80,0.00,0.00,0.00
2048,1/1/2024,FLORAL,4837673.01,631070.00,0.00,0.00,0.00
2049,1/1/2024,BANANAS PINEAPPLES,20250977.72,32998117.92,0.00,0.00,0.00
2050,1/1/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
2051,1/1/2024,,0.00,0.00,0.00,0.00,1183.90
2052,1/1/2024,TOMATOES,20045603.42,10567678.28,5768.28,0.00,24332.48
2053,1/1/2024,CUT FRUIT,13849290.70,3250282.08,0.00,0.00,8226.41
2054,1/1/2024,MELONS,3222810.86,688722.54,0.00,0.00,0.00
2055,1/1/2024,CITRUS,30192628.11,21128001.60,0.00,0.00,0.00
2056,1/1/2024,SANDWICHES AND SALADS,2888511.96,974183.00,0.00,0.00,0.00
2057,1/1/2024,VAV MUSHROOMS DDV,18698329.40,5806117.23,11.10,0.00,43174.00
2058,1/1/2024,AVOCADOS L2,10070595.86,10484663.58,11539.68,0.00,7000.00
2059,1/1/2024,COOKING VEGTABLES,36054208.22,19993628.96,8.27,0.00,0.00
2060,1/1/2024,POTATOES ONIONS GARLIC,40024323.42,16649412.29,0.00,0.00,3067.35
2061,1/1/2024,GRAPES L2,18262182.74,7497556.36,0.00,0.00,0.00
2062,1/1/2024,MIXED BERRIES,17028968.24,3531419.00,0.00,0.00,0.00
2063,1/1/2024,PACKAGED VEGETABLES,31988908.11,10797306.67,0.00,57084.48,27055.15
2064,1/1/2024,D94 MISC L2,231.53,169.00,0.00,0.00,0.00
2065,1/1/2024,APPLES PEARS CHERRIES,22926691.80,8066355.06,0.00,0.00,15747.05
2066,1/1/2024,TROPICALS,4763549.47,2236056.41,0.00,0.00,0.00
2067,1/1/2024,TRUCK VEG CHILIS,32263318.78,25425201.99,0.00,0.00,0.00
2068,1/1/2024,STONE FRUIT,36788.57,12775.09,0.00,0.00,0.00
2069,1/1/2024,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
2070,1/8/2024,DEPT LEVEL SALES,180734.55,60301.59,0.00,0.00,0.00
2071,1/8/2024,,0.00,0.00,0.00,0.00,1128.96
2072,1/8/2024,COOKING VEGTABLES,34994438.82,19773584.98,28.96,0.00,0.00
2073,1/8/2024,GRAPES L2,18044693.03,7414278.14,0.00,0.00,0.00
2074,1/8/2024,BANANAS PINEAPPLES,20444625.85,33204977.34,0.00,0.00,0.00
2075,1/8/2024,FLORAL,4897834.91,641507.00,0.00,0.00,0.00
2076,1/8/2024,TRUCK VEG CHILIS,31440294.68,24852963.78,0.00,0.00,0.00
2077,1/8/2024,STRAWBERRIES,19084654.01,3736272.92,0.00,0.00,0.00
2078,1/8/2024,MIXED BERRIES,16283483.35,3393316.00,0.00,0.00,0.00
2079,1/8/2024,CITRUS,30484367.30,21316548.84,0.00,0.00,0.00
2080,1/8/2024,VAV MUSHROOMS DDV,18277751.47,5678821.29,11.10,0.00,44861.58
2081,1/8/2024,STONE FRUIT,48509.90,16573.42,0.00,0.00,0.00
2082,1/8/2024,PRODUCE L2,114522.94,52720.00,0.00,0.00,0.00
2083,1/8/2024,CUT FRUIT,13739112.15,3162307.63,0.00,0.00,9259.41
2084,1/8/2024,TOMATOES,19338484.89,10625450.84,435.30,0.00,24634.30
2085,1/8/2024,MELONS,3078261.82,661672.43,0.00,0.00,0.00
2086,1/8/2024,TROPICALS,5310017.67,2453441.18,0.00,0.00,0.00
2087,1/8/2024,D94 MISC L2,167.14,122.00,0.00,0.00,0.00
2088,1/8/2024,AVOCADOS L2,9929572.42,10302270.85,11539.18,0.00,7000.27
2089,1/8/2024,POTATOES ONIONS GARLIC,41878546.67,16954387.04,0.00,0.00,3069.80
2090,1/8/2024,SANDWICHES AND SALADS,2669260.26,897424.00,0.00,0.00,0.00
2091,1/8/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
2092,1/8/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
2093,1/8/2024,APPLES PEARS CHERRIES,22450484.85,7911075.88,0.00,0.00,14060.40
2094,1/8/2024,PACKAGED VEGETABLES,30143009.12,10198641.83,25872.67,54713.08,25723.59
2095,1/15/2024,TOMATOES,18083021.60,9848872.84,54.74,0.00,22694.38
2096,1/15/2024,COOKING VEGTABLES,32500603.88,18515937.68,31.08,45.31,0.00
2097,1/15/2024,PRODUCE L2,108538.96,49235.00,0.00,0.00,0.00
2098,1/15/2024,D94 MISC L2,191.70,139.93,0.00,0.00,0.00
2099,1/15/2024,PACKAGED VEGETABLES,28542351.39,9652198.35,38557.64,53823.05,25123.59
2100,1/15/2024,STONE FRUIT,427979.61,146034.30,0.00,0.00,0.00
2101,1/15/2024,MELONS,3118265.26,675842.76,0.00,0.00,0.00
2102,1/15/2024,CITRUS,29300655.85,20116120.50,0.00,0.00,450.00
2103,1/15/2024,MIXED BERRIES,15706092.85,3267738.00,0.00,0.00,0.00
2104,1/15/2024,VAV MUSHROOMS DDV,17050861.55,5282934.11,11.10,0.00,45369.89
2105,1/15/2024,TROPICALS,5002300.24,2295764.05,0.00,0.00,0.00
2106,1/15/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
2107,1/15/2024,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
2108,1/15/2024,,0.00,0.00,0.00,0.00,3220.12
2109,1/15/2024,STRAWBERRIES,17764974.18,4094930.46,0.00,0.00,0.00
2110,1/15/2024,FLORAL,4901899.71,638185.00,0.00,0.00,0.00
2111,1/15/2024,CUT FRUIT,12863841.21,2966273.89,0.00,0.00,10465.48
2112,1/15/2024,BANANAS PINEAPPLES,19617058.49,31894364.44,0.00,0.00,0.00
2113,1/15/2024,SANDWICHES AND SALADS,2523914.42,849144.00,0.00,0.00,0.00
2114,1/15/2024,DEPT LEVEL SALES,143860.61,45221.50,0.00,0.00,0.00
2115,1/15/2024,APPLES PEARS CHERRIES,21448803.95,7560234.00,0.00,0.00,13094.89
2116,1/15/2024,POTATOES ONIONS GARLIC,38466130.11,15496905.73,0.00,0.00,2862.63
2117,1/15/2024,TRUCK VEG CHILIS,29270501.47,22987081.85,0.00,0.00,0.00
2118,1/15/2024,AVOCADOS L2,10018907.56,9724556.72,11538.27,0.00,5139.73
2119,1/15/2024,GRAPES L2,17145224.48,7022472.56,0.00,0.00,0.00
2120,1/15/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
2121,1/22/2024,AVOCADOS L2,10678663.32,10249004.00,11538.06,0.00,4230.00
2122,1/22/2024,BEVERAGE VEGETARIAN,0.00,0.00,0.00,0.00,0.00
2123,1/22/2024,MELONS,3557732.94,764273.69,0.00,0.00,0.00
2124,1/22/2024,VAV MUSHROOMS DDV,16739573.64,5206177.91,11.10,0.00,45973.29
2125,1/22/2024,POTATOES ONIONS GARLIC,35811664.32,14803008.92,0.00,0.00,7992.39
2126,1/22/2024,MISC D84 AND 94,0.00,0.00,0.00,0.00,0.00
2127,1/22/2024,MIXED BERRIES,16060285.81,3403037.00,0.00,0.00,0.00
2128,1/22/2024,STRAWBERRIES,18134000.07,4292299.38,0.00,0.00,0.00
2129,1/22/2024,APPLES PEARS CHERRIES,21045893.82,7441975.17,0.00,0.00,11570.19
2130,1/22/2024,PACKAGED VEGETABLES,28670711.29,9715667.46,25136.85,50856.85,24555.18
2131,1/22/2024,CITRUS,28822974.22,19904962.59,0.00,0.00,5000.00
2132,1/22/2024,FLORAL,5727894.57,753204.00,0.00,0.00,0.00
2133,1/22/2024,PRODUCE L2,96879.30,44148.00,0.00,0.00,0.00
2134,1/22/2024,COOKING VEGTABLES,32144786.72,18309344.96,31.08,44.17,0.00
2135,1/22/2024,TOMATOES,18900906.87,10107148.41,54.73,0.00,23195.82
2136,1/22/2024,DEPT LEVEL SALES,137023.16,44950.20,0.00,0.00,0.00
2137,1/22/2024,DRIED FRUIT NUTS SNACKS,0.00,0.00,0.00,0.00,0.00
2138,1/22/2024,TRUCK VEG CHILIS,28775940.84,22556915.69,0.00,0.00,0.00
2139,1/22/2024,TROPICALS,4644860.78,2087234.54,0.00,0.00,0.00
2140,1/22/2024,BANANAS PINEAPPLES,19887894.83,32277528.04,0.00,0.00,0.00
2141,1/22/2024,STONE FRUIT,597711.72,204317.74,0.00,0.00,0.00
2142,1/22/2024,SANDWICHES AND SALADS,2653335.53,893402.00,0.00,0.00,0.00
2143,1/22/2024,,0.00,0.00,0.00,0.00,3733.84
2144,1/22/2024,CUT FRUIT,13243402.21,3055422.20,0.00,0.00,10134.90
2145,1/22/2024,D94 MISC L2,143.85,105.00,0.00,0.00,0.00
2146,1/22/2024,GRAPES L2,17405267.07,7149061.93,0.00,0.00,0.00
2147,1/29/2024,CUT FRUIT,14368170.53,3341563.40,0.00,0.00,11413.37
2148,1/29/2024,PRODUCE L2,94353.31,42416.00,0.00,0.00,0.00
2149,1/29/2024,VAV MUSHROOMS DDV,17373966.93,5399842.53,11.21,8492.89,65590.34
2150,1/29/2024,COOKING VEGTABLES,33551137.23,18794424.80,31.09,84.47,0.00
2151,1/29/2024,FLORAL,6272724.25,884519.00,0.00,0.00,0.00
2152,1/29/2024,APPLES PEARS CHERRIES,21830637.18,7769832.20,0.00,0.00,6634.28
2153,1/29/2024,MELONS,3836639.31,834187.49,0.00,0.00,0.00
2154,1/29/2024,D94 MISC L2,130.05,94.93,0.00,0.00,0.00
2155,1/29/2024,BANANAS PINEAPPLES,21300745.76,34292826.34,0.00,0.00,0.00
2156,1/29/2024,TRUCK VEG CHILIS,30442772.18,23642997.22,0.00,0.00,0.00
2157,1/29/2024,GRAPES L2,18859456.80,7737068.19,0.00,0.00,0.00
2158,1/29/2024,TROPICALS,4691869.29,2086488.73,0.00,0.00,0.00
2159,1/29/2024,STONE FRUIT,579242.50,197138.30,0.00,0.00,0.00
2160,1/29/2024,POTATOES ONIONS GARLIC,37407554.81,15301338.49,0.00,0.00,4323.72
2161,1/29/2024,DEPT LEVEL SALES,223807.37,61636.52,0.00,0.00,0.00
2162,1/29/2024,VEGETABLES - D84,0.00,0.00,0.00,0.00,0.00
2163,1/29/2024,,0.00,0.00,0.00,0.00,1952.80
2164,1/29/2024,AVOCADOS L2,11419767.07,11190918.62,11538.72,0.00,4060.00
2165,1/29/2024,PACKAGED VEGETABLES,29979484.06,10187857.37,25084.52,40540.17,24959.09
2166,1/29/2024,MIXED BERRIES,17372911.82,3656359.00,0.00,0.00,0.00
2167,1/29/2024,CITRUS,31045650.34,20730159.90,0.00,0.00,6650.00
