,week_start_date,L2,L3,O_SALE,O_UNIT,M_ON_DIS_TOTAL_SPEND,M_OFF_DIS_TOTAL_SPEND,M_SEARCH_SPEND,Total
7847,1/22/2024,CITRUS,LIMES,3792552.1,9586340.71,0,0,0,0
7848,1/22/2024,CUT FRUIT,CUT FRUIT PROCESSED,7878782.89,1385399.2,0,0,1934.940005,1934.940005
7849,1/22/2024,TRUCK VEG CHILIS,BELL PEPPER,9329273.66,6630584.74,0,0,0,0
7850,1/22/2024,TOMATOES,TOMATO SMALLS,4490947.12,1317951.19,0,0,15400.00006,15400.00006
7851,1/22/2024,VAV MUSHROOMS DDV,DRESSINGS,1324357.02,287120,0,0,9816.239956,9816.239956
7852,1/22/2024,POTATOES ONIONS GARLIC,POTATOES,18923241.05,5723125.62,0,0,6778.550125,6778.550125
7853,1/22/2024,MIXED BERRIES,BLACKBERRIES,2058784.18,516654,0,0,0,0
7854,1/22/2024,STONE FRUIT,SPECIALTY STONE FRUIT,8695.98,2096.2,0,0,0,0
7855,1/22/2024,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
7856,1/22/2024,GRAPES L2,GRAPES,17405267.07,7149061.93,0,0,0,0
7857,1/22/2024,POTATOES ONIONS GARLIC,SWEET POTATOES,2580586.58,1588890.66,0,0,0,0
7858,1/22/2024,AVOCADOS L2,AVOCADOS L3,10214101.58,10060008,11538.06297,0,4230.000099,15768.06306
7859,1/22/2024,COOKING VEGTABLES,BROCCOLI L3,2425163.61,1544592.95,0,0,0,0
7860,1/22/2024,BANANAS PINEAPPLES,BANANAS,17673520.17,31315241.75,0,0,0,0
7861,1/22/2024,COOKING VEGTABLES,LETTUCE,7364596.97,3684635.13,0,0,0,0
7862,1/22/2024,TRUCK VEG CHILIS,GREENS,1537596.93,692703,0,0,0,0
7863,1/22/2024,COOKING VEGTABLES,CELERY,3142636.99,1783537,0,0,0,0
7864,1/22/2024,FLORAL,BULBS,390953.88,57379,0,0,0,0
7865,1/22/2024,DEPT LEVEL SALES,GEC Returns & POS Errors,83929.21,33796.84,0,0,0,0
7866,1/22/2024,VAV MUSHROOMS DDV,MUSHROOM,4646071.46,1779873.37,11.09978857,0,0,11.09978857
7867,1/22/2024,PACKAGED VEGETABLES,HERBS,2124243.64,886513,0,0,8128.300116,8128.300116
7868,1/22/2024,VAV MUSHROOMS DDV,DIPS PV,3473541.02,896701,0,0,28768.04008,28768.04008
7869,1/22/2024,APPLES PEARS CHERRIES,CHERRIES,15648.74,3181.67,0,0,0,0
7870,1/22/2024,FLORAL,MIXED BOUQUETS,1116864.29,121542,0,0,0,0
7871,1/22/2024,MELONS,WATERMELONS,2114445.7,330596.86,0,0,0,0
7872,1/22/2024,STONE FRUIT,NECTARINES,543103.23,182956.91,0,0,0,0
7873,1/22/2024,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1303155.61,416946.43,0,0,0,0
7874,1/22/2024,STRAWBERRIES,CORE STRAWBERRIES,16643747.65,4015691,0,0,0,0
7875,1/22/2024,COOKING VEGTABLES,CARROTS,4963401.4,2987979.27,0,0,0,0
7876,1/22/2024,TRUCK VEG CHILIS,CORN,1126914.64,1033312.68,0,0,0,0
7877,1/22/2024,STRAWBERRIES,ORGANIC STRAWBERRIES,636427.35,112541,0,0,0,0
7878,1/22/2024,CITRUS,CAL SEASONAL,16549.48,8371,0,0,0,0
7879,1/22/2024,COOKING VEGTABLES,CAULIFLOWER L3,1209167.7,422534.96,0,0,0,0
7880,1/22/2024,APPLES PEARS CHERRIES,APPLES,18969575.3,6648682.66,0,0,11570.18999,11570.18999
7881,1/22/2024,PACKAGED VEGETABLES,PKG SALADS,22086437.71,7590272.46,25136.84884,50856.8528,16426.88011,92420.58176
7882,1/22/2024,POTATOES ONIONS GARLIC,GARLIC,2792868.2,839571.87,0,0,1213.839998,1213.839998
7883,1/22/2024,POTATOES ONIONS GARLIC,ONIONS,11514968.49,6651420.77,0,0,0,0
7884,1/22/2024,TOMATOES,SALAD TOPPINGS,1073251.18,391345,0,0,2818.489993,2818.489993
7885,1/22/2024,COOKING VEGTABLES,ORGANIC COOKING VEG,4109844.53,1605791.46,0,0,0,0
7886,1/22/2024,STRAWBERRIES,LONG STEM STRAWBERRIES,384441.76,46894.38,0,0,0,0
7887,1/22/2024,TRUCK VEG CHILIS,CHILIS,2851420.51,1620376.65,0,0,0,0
7888,1/29/2024,TOMATOES,SALAD TOPPINGS,1133829.8,412668,0,0,2477.410003,2477.410003
7889,1/29/2024,CITRUS,GRAPEFRUIT,867081.58,436992.88,0,0,0,0
7890,1/29/2024,TRUCK VEG CHILIS,BELL PEPPER,9827194.68,6947246.78,0,0,0,0
7891,1/29/2024,POTATOES ONIONS GARLIC,ONIONS,12109221.33,6874358.83,0,0,0,0
7892,1/29/2024,COOKING VEGTABLES,LETTUCE,7242535.94,3857892.45,0,0,0,0
7893,1/29/2024,TRUCK VEG CHILIS,CUCUMBERS,6496922.89,6822647.5,0,0,0,0
7894,1/29/2024,TOMATOES,TOMATO SLICERS,4842767.4,2221227.87,0,0,0,0
7895,1/29/2024,TOMATOES,TOMATO SMALLS,4739219.49,1380859.23,0,0,16600.00006,16600.00006
7896,1/29/2024,APPLES PEARS CHERRIES,PEARS,1955097.48,841337.02,0,0,0,0
7897,1/29/2024,PACKAGED VEGETABLES,ORGANIC PKG SALADS,4585699.59,1273897,0,0,0,0
7898,1/29/2024,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5833452.8,1822144.43,0,0,0,0
7899,1/29/2024,MELONS,WATERMELONS,2243622.27,355466.45,0,0,0,0
7900,1/29/2024,STRAWBERRIES,ORGANIC STRAWBERRIES,523827.32,91901,0,0,0,0
7901,1/29/2024,COOKING VEGTABLES,ASPARAGUS L3,2240357.95,579199.2,0,0,0,0
7902,1/29/2024,TRUCK VEG CHILIS,SOFT VEGETABLES,1240404.53,691509.83,0,0,0,0
7903,1/29/2024,CUT FRUIT,CUT FRUIT PROCESSED,8518387.19,1512815.4,0,0,1873.760001,1873.760001
7904,1/29/2024,APPLES PEARS CHERRIES,CHERRIES,12823.36,2556.1,0,0,0,0
7905,1/29/2024,PACKAGED VEGETABLES,HERBS,2182412.74,903341,0,0,8205.700138,8205.700138
7906,1/29/2024,GRAPES L2,GRAPES,18859456.8,7737068.19,0,0,0,0
7907,1/29/2024,BANANAS PINEAPPLES,BANANAS,19017528.54,33294545.44,0,0,0,0
7908,1/29/2024,TROPICALS,KIWI,1559570.1,314398.96,0,0,0,0
7909,1/29/2024,MELONS,PUMPKINS,3968.33,1761,0,0,0,0
7910,1/29/2024,APPLES PEARS CHERRIES,APPLE SEASONAL,66045.18,16227,0,0,0,0
7911,1/29/2024,COOKING VEGTABLES,BROCCOLI L3,2663459.81,1562442.31,0,0,0,0
7912,1/29/2024,MIXED BERRIES,RASPBERRIES,3496485.21,711295,0,0,0,0
7913,1/29/2024,SANDWICHES AND SALADS,SALADS,2942165.95,989280,0,0,0,0
7914,1/29/2024,STRAWBERRIES,LONG STEM STRAWBERRIES,640288.19,77716.61,0,0,0,0
7915,1/29/2024,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
7916,1/29/2024,CUT FRUIT,CUT FRUIT PACKAGED,5849783.34,1828748,0,0,9539.610146,9539.610146
7917,1/29/2024,STONE FRUIT,NECTARINES,529183.21,177793.11,0,0,0,0
7918,1/29/2024,COOKING VEGTABLES,MIXED VEGETABLES,7269913.88,5914741.78,31.08572596,84.47018236,0,115.5559083
7919,1/29/2024,TOMATOES,TOMATO TOVS,2444234.64,1233455.33,0,0,0,0
7920,1/29/2024,FLORAL,MISC FLORAL,33167.45,5291,0,0,0,0
7921,1/29/2024,STONE FRUIT,PEACHES,31557.04,13186.23,0,0,0,0
7922,1/29/2024,TROPICALS,PAPAYAS,923778.93,761231.39,0,0,0,0
7923,1/29/2024,CITRUS,SPECIALTY CITRUS,234870.47,262984.89,0,0,0,0
7924,1/29/2024,CITRUS,ORANGES,7521407.23,3283472.64,0,0,0,0
7925,1/29/2024,TRUCK VEG CHILIS,SQUASH L3,3047535.5,2197693.65,0,0,0,0
7926,1/29/2024,TRUCK VEG CHILIS,GREENS,1635337.57,734354.09,0,0,0,0
7927,1/29/2024,POTATOES ONIONS GARLIC,SWEET POTATOES,2697301.18,1627139.53,0,0,0,0
7928,1/29/2024,FLORAL,BULBS,483128.2,69794,0,0,0,0
7929,1/29/2024,COOKING VEGTABLES,CARROTS,5220232.98,3033013.06,0,0,0,0
7930,1/29/2024,DEPT LEVEL SALES,GEC Returns & POS Errors,154158.8,49400.64,0,0,0,0
7931,1/29/2024,AVOCADOS L2,AVOCADOS L3,10932845.83,10994772.39,11538.72064,0,4060.000094,15598.72073
7932,1/29/2024,TRUCK VEG CHILIS,CORN,1271982.13,1150286.66,0,0,0,0
7933,1/29/2024,PRODUCE L2,PRODUCE L3,94353.31,42416,0,0,0,0
7934,1/29/2024,POTATOES ONIONS GARLIC,POTATOES,19756125.03,5945357.59,0,0,3201.030062,3201.030062
7935,1/29/2024,COOKING VEGTABLES,ORGANIC COOKING VEG,4322024.53,1657701,0,0,0,0
7936,1/29/2024,MIXED BERRIES,ORG MIXED BERRIES,2073122.24,396529,0,0,0,0
7937,1/29/2024,CITRUS,LEMONS,3759573.55,3931782.11,0,0,6650.000035,6650.000035
7938,1/29/2024,CITRUS,MANDARINS,14713201.91,2920604.73,0,0,0,0
7939,1/29/2024,STRAWBERRIES,CORE STRAWBERRIES,19354788.48,4550967,0,0,0,0
7940,1/29/2024,MIXED BERRIES,SPECIALTY MIXED BERRIES,13145.44,1552,0,0,0,0
7941,1/29/2024,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
7942,1/29/2024,VEGETABLES - D84,CBS MIXES CORSAGES,0.00E+00,0.00E+00,0,0,0,0
7943,1/29/2024,MIXED BERRIES,BLUEBERRIES,9486297.74,1943533,0,0,0,0
7944,1/29/2024,FLORAL,CONSUMER BUNCHES,1712405.08,297227,0,0,0,0
7945,1/29/2024,MELONS,VARIETY MELONS,530715.98,123484,0,0,0,0
7946,1/29/2024,POTATOES ONIONS GARLIC,GARLIC,2844907.27,854482.54,0,0,1122.689997,1122.689997
7947,1/29/2024,VAV MUSHROOMS DDV,MUSHROOM,4818523.49,1837786.1,11.21455445,0,0,11.21455445
7948,1/29/2024,BANANAS PINEAPPLES,PINEAPPLES,2283217.22,998280.9,0,0,0,0
7949,1/29/2024,STRAWBERRIES,PREMIUM STRAWBERRIES,409872.42,105149,0,0,0,0
7950,1/29/2024,VAV MUSHROOMS DDV,VEGETARIAN,1852081.65,541405,0,0,7347.710022,7347.710022
7951,1/29/2024,TOMATOES,TOMATO ORGANICS,627138.59,221140.43,0,0,0,0
7952,1/29/2024,APPLES PEARS CHERRIES,APPLES,19792950.95,6907832.08,0,0,6634.27998,6634.27998
7953,1/29/2024,AVOCADOS L2,ETHNIC ROOTS,486921.24,196146.23,0,0,0,0
7954,1/29/2024,VAV MUSHROOMS DDV,DIPS PV,3495730.52,900640,0,8492.894651,29562.23007,38055.12472
7955,1/29/2024,COOKING VEGTABLES,CELERY,3352250.3,1756244,0,0,0,0
7956,1/29/2024,PACKAGED VEGETABLES,PKG SALADS,23211371.73,8010619.37,25084.52085,40540.16764,16753.64011,82378.3286
7957,1/29/2024,APPLES PEARS CHERRIES,CRANBERRIES,3720.21,1880,0,0,0,0
7958,1/29/2024,TOMATOES,TOMATO ROMAS,5914966.39,5470952.93,0,0,0,0
7959,1/29/2024,COOKING VEGTABLES,CAULIFLOWER L3,1240361.84,433191,0,0,0,0
7960,1/29/2024,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,1952.550035,1952.550035
7961,1/29/2024,TROPICALS,VARIETY TROPICALS,987433.84,342438.76,0,0,0,0
7962,1/29/2024,TOMATOES,DIPS GLAZES MIXES,712357.92,202921,57.17935755,0,3313.220002,3370.399359
7963,1/29/2024,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1383819.88,443804.38,0,0,0,0
7964,1/29/2024,TRUCK VEG CHILIS,CHILIS,3020840.87,1711584.8,0,0,0,0
7965,1/29/2024,CITRUS,LIMES,3942001.67,9890524.65,0,0,0,0
7966,1/29/2024,STONE FRUIT,PLUOTS,0.00E+00,0.00E+00,0,0,0,0
7967,1/29/2024,D94 MISC L2,D94 MISC L3,130.05,94.93,0,0,0,0
7968,1/29/2024,TRUCK VEG CHILIS,CABBAGE L3,2518734.13,2943869.53,0,0,0,0
7969,1/29/2024,MIXED BERRIES,BLACKBERRIES,2303861.19,603450,0,0,0,0
7970,1/29/2024,FLORAL,ROSES,2779928.46,315657,0,0,0,0
7971,1/29/2024,STONE FRUIT,SPECIALTY STONE FRUIT,8209.75,1922.76,0,0,0,0
7972,1/29/2024,MELONS,CANTALOUPES,1058332.73,353476.04,0,0,0,0
7973,1/29/2024,STONE FRUIT,PLUMS,10292.5,4236.2,0,0,0,0
7974,1/29/2024,TROPICALS,MANGOES,1221086.42,668419.62,0,0,0,0
7975,1/29/2024,DEPT LEVEL SALES,Local Items,2594.53,682.77,0,0,0,0
7976,1/29/2024,TOMATOES,ETHNIC COOKING,383156.39,141482.44,0,0,1101.780011,1101.780011
7977,1/29/2024,FLORAL,MIXED BOUQUETS,1264095.06,196550,0,0,0,0
7978,1/29/2024,VAV MUSHROOMS DDV,DRESSINGS,1374178.47,297867,0,0,28680.39986,28680.39986
7979,1/29/2024,CITRUS,CAL SEASONAL,7513.93,3798,0,0,0,0
7980,1/29/2024,DEPT LEVEL SALES,Dept Ring,67054.04,11553.11,0,0,0,0
7981,2/5/2024,TRUCK VEG CHILIS,CHILIS,3384887.51,1943652.82,0,0,0,0
7982,2/5/2024,APPLES PEARS CHERRIES,CHERRIES,13939.26,2772.79,0,0,0,0
7983,2/5/2024,CUT FRUIT,CUT FRUIT PACKAGED,5917969.38,1847053,0,0,9530.120138,9530.120138
7984,2/5/2024,TRUCK VEG CHILIS,BELL PEPPER,10086200.62,6977812.84,0,0,0,0
7985,2/5/2024,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5997963.68,1851075,0,0,0,0
7986,2/5/2024,COOKING VEGTABLES,BROCCOLI L3,2718145.1,1578388.9,0,0,0,0
7987,2/5/2024,CITRUS,SPECIALTY CITRUS,245306.5,270951.89,0,0,0,0
7988,2/5/2024,MIXED BERRIES,ORG MIXED BERRIES,2099438.73,401653,0,0,0,0
7989,2/5/2024,STONE FRUIT,SPECIALTY STONE FRUIT,8722.52,2041.38,0,0,0,0
7990,2/5/2024,AVOCADOS L2,AVOCADOS L3,11006100.69,11051136.63,11528.17762,0,4060.000087,15588.17771
7991,2/5/2024,PACKAGED VEGETABLES,PKG SALADS,23059079.56,8033455.01,27937.8365,49896.87363,16638.16011,94472.87024
7992,2/5/2024,POTATOES ONIONS GARLIC,POTATOES,19335975.61,5831696.71,0,0,0,0
7993,2/5/2024,TROPICALS,PAPAYAS,883181.18,753712.74,0,0,0,0
7994,2/5/2024,MELONS,WATERMELONS,2486808.85,387342.16,0,0,0,0
7995,2/5/2024,SANDWICHES AND SALADS,SALADS,2891651.88,972552,0,0,0,0
7996,2/5/2024,VAV MUSHROOMS DDV,VEGETARIAN,2041762.33,608517,0,0,6981.510028,6981.510028
7997,2/5/2024,MIXED BERRIES,RASPBERRIES,3649380.44,755215,0,0,0,0
7998,2/5/2024,DEPT LEVEL SALES,Dept Ring,60418.59,8933.7,0,0,0,0
7999,2/5/2024,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,2278.95005,2278.95005
8000,2/5/2024,APPLES PEARS CHERRIES,APPLES,18955169.76,6689778.38,0,0,9628.310027,9628.310027
8001,2/5/2024,COOKING VEGTABLES,LETTUCE,7639830.06,3775706.72,0,0,0,0
8002,2/5/2024,TOMATOES,TOMATO ORGANICS,654830.73,232468.52,0,0,0,0
8003,2/5/2024,VAV MUSHROOMS DDV,DRESSINGS,1621750.59,350845,0,0,41855.7096,41855.7096
8004,2/5/2024,PACKAGED VEGETABLES,ORGANIC PKG SALADS,4518829.64,1252061,0,0,0,0
8005,2/5/2024,CUT FRUIT,CUT FRUIT PROCESSED,10721880.3,1757184.99,0,0,1890.420005,1890.420005
8006,2/5/2024,TROPICALS,MANGOES,1111172.5,596152.08,0,0,0,0
8007,2/5/2024,CITRUS,MANDARINS,14516439.71,2774349.69,0,0,0,0
8008,2/5/2024,BANANAS PINEAPPLES,BANANAS,18412687.96,32555245.85,0,0,0,0
8009,2/5/2024,STONE FRUIT,NECTARINES,557777.21,236639.32,0,0,0,0
8010,2/5/2024,TOMATOES,TOMATO TOVS,2410594.53,1215797.53,0,0,0,0
8011,2/5/2024,COOKING VEGTABLES,CAULIFLOWER L3,1320531.92,461506,0,0,0,0
8012,2/5/2024,CITRUS,GRAPEFRUIT,754323.35,386567.31,0,0,0,0
8013,2/5/2024,STONE FRUIT,PEACHES,39692.8,16611.34,0,0,0,0
8014,2/5/2024,STRAWBERRIES,ORGANIC STRAWBERRIES,718691.82,127305,0,0,0,0
8015,2/5/2024,TRUCK VEG CHILIS,GREENS,1575736.03,709202.76,0,0,0,0
8016,2/5/2024,TOMATOES,SALAD TOPPINGS,1106266.77,399947,0,0,2845.340003,2845.340003
8017,2/5/2024,MELONS,CANTALOUPES,1057663.53,353293.15,0,0,0,0
8018,2/5/2024,DEPT LEVEL SALES,Local Items,2880.33,787.79,0,0,0,0
8019,2/5/2024,TOMATOES,ETHNIC COOKING,391898.94,146483.68,0,0,1056.630012,1056.630012
8020,2/5/2024,PRODUCE L2,PRODUCE L3,99523.09,44155,0,0,0,0
8021,2/5/2024,APPLES PEARS CHERRIES,PEARS,1818538.11,783992.5,0,0,0,0
8022,2/5/2024,BANANAS PINEAPPLES,PINEAPPLES,2351268.08,1019557.76,0,0,0,0
8023,2/5/2024,COOKING VEGTABLES,CELERY,3695688.87,1901459.97,0,0,0,0
8024,2/5/2024,TOMATOES,DIPS GLAZES MIXES,1156541.57,328910,54.70172089,0,4097.700007,4152.401728
8025,2/5/2024,STRAWBERRIES,PREMIUM STRAWBERRIES,425945.3,108973,0,0,0,0
8026,2/5/2024,STRAWBERRIES,LONG STEM STRAWBERRIES,966278.2,116810.85,0,0,0,0
8027,2/5/2024,DEPT LEVEL SALES,GEC Returns & POS Errors,154680.86,49655.26,0,0,0,0
8028,2/5/2024,MIXED BERRIES,SPECIALTY MIXED BERRIES,14382.06,1698,0,0,0,0
8029,2/5/2024,CITRUS,LIMES,4211288.56,10740008.15,0,0,0,0
8030,2/5/2024,APPLES PEARS CHERRIES,CRANBERRIES,2529.44,1130,0,0,0,0
8031,2/5/2024,GRAPES L2,GRAPES,19162191.8,7850494.15,0,0,0,0
8032,2/5/2024,MELONS,VARIETY MELONS,547068.97,126766.58,0,0,0,0
8033,2/5/2024,PACKAGED VEGETABLES,HERBS,2339257.54,964765,0,0,7928.910196,7928.910196
8034,2/5/2024,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1375457.72,441556.22,0,0,0,0
8035,2/5/2024,TROPICALS,VARIETY TROPICALS,1061595.1,365227.68,0,0,0,0
8036,2/5/2024,TOMATOES,TOMATO SLICERS,4945794.14,2272686.13,0,0,0,0
8037,2/5/2024,POTATOES ONIONS GARLIC,ONIONS,12382247.54,7059373.33,0,0,0,0
8038,2/5/2024,AVOCADOS L2,ETHNIC ROOTS,482457.82,195595.64,0,0,0,0
8039,2/5/2024,CITRUS,CAL SEASONAL,4079.94,2063,0,0,0,0
8040,2/5/2024,TOMATOES,TOMATO ROMAS,6509556.93,5564869.77,0,0,0,0
8041,2/5/2024,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
8042,2/5/2024,BEVERAGE VEGETARIAN,PREMIUM BEVERAGE,0.00E+00,0.00E+00,0,0,0,0
8043,2/5/2024,VEGETABLES - D84,CBS MIXES CORSAGES,0.00E+00,0.00E+00,0,0,0,0
8044,2/5/2024,STRAWBERRIES,CORE STRAWBERRIES,21696444.4,5095004,0,0,0,0
8045,2/5/2024,COOKING VEGTABLES,MIXED VEGETABLES,7634425.03,6166297.87,31.06171219,112.3326212,0,143.3943334
8046,2/5/2024,VAV MUSHROOMS DDV,MUSHROOM,4800471.99,1819267.3,11.09198744,0,0,11.09198744
8047,2/5/2024,TRUCK VEG CHILIS,CUCUMBERS,6767973.76,7081402.88,0,0,0,0
8048,2/5/2024,POTATOES ONIONS GARLIC,GARLIC,2891100.31,865185.67,0,0,1126.36,1126.36
8049,2/5/2024,COOKING VEGTABLES,CARROTS,5300698.56,3056701.2,0,0,0,0
8050,2/5/2024,TRUCK VEG CHILIS,SOFT VEGETABLES,1194203.15,654465.49,0,0,0,0
8051,2/5/2024,MELONS,PUMPKINS,3921.37,1496,0,0,0,0
8052,2/5/2024,TOMATOES,TOMATO SMALLS,5149467.33,1511024.07,0,0,17500.00002,17500.00002
8053,2/5/2024,TROPICALS,KIWI,1521818.19,314048.16,0,0,0,0
8054,2/5/2024,CITRUS,LEMONS,3838336.23,4014749.48,0,0,5603.880042,5603.880042
8055,2/5/2024,COOKING VEGTABLES,ASPARAGUS L3,2307944.72,596531.09,0,0,0,0
8056,2/5/2024,FLORAL,BULBS,394212.57,57524,0,0,0,0
8057,2/5/2024,POTATOES ONIONS GARLIC,SWEET POTATOES,2582720.16,1566226.61,0,0,0,0
8058,2/5/2024,TRUCK VEG CHILIS,CABBAGE L3,2516484.35,2941645.98,0,0,0,0
8059,2/5/2024,D94 MISC L2,D94 MISC L3,117.82,86,0,0,0,0
8060,2/5/2024,MIXED BERRIES,BLUEBERRIES,9314124.19,1954124,0,0,0,0
8061,2/5/2024,FLORAL,MIXED BOUQUETS,3093747.89,320753,0,0,0,0
8062,2/5/2024,FLORAL,ROSES,10176489.41,843530,0,0,0,0
8063,2/5/2024,FLORAL,MISC FLORAL,90630.84,9382,0,0,0,0
8064,2/5/2024,MIXED BERRIES,BLACKBERRIES,2346624.51,609764,0,0,0,0
8065,2/5/2024,TRUCK VEG CHILIS,SQUASH L3,3015630.99,2108741.44,0,0,0,0
8066,2/5/2024,COOKING VEGTABLES,ORGANIC COOKING VEG,4500675.81,1729880.31,0,0,0,0
8067,2/5/2024,CITRUS,ORANGES,7433131.32,3302112.01,0,0,0,0
8068,2/5/2024,FLORAL,CONSUMER BUNCHES,2915138.81,505841,0,0,0,0
8069,2/5/2024,VAV MUSHROOMS DDV,DIPS PV,4466870.21,1148803,0,7296.530718,32912.83009,40209.3608
8070,2/5/2024,APPLES PEARS CHERRIES,APPLE SEASONAL,123448.39,22209,0,0,0,0
8071,2/5/2024,TRUCK VEG CHILIS,CORN,1233573.12,1114366.75,0,0,0,0
8072,2/5/2024,STONE FRUIT,PLUMS,33698.92,13642.88,0,0,0,0
8073,2/5/2024,STONE FRUIT,PLUOTS,9.88,2,0,0,0,0
8074,2/5/2024,DRIED FRUIT NUTS SNACKS,DRIED FRUIT,0.00E+00,0.00E+00,0,0,0,0
8075,2/12/2024,AVOCADOS L2,AVOCADOS L3,9755509.44,9663240.13,687.2533041,0,4060.000097,4747.253401
8076,2/12/2024,STONE FRUIT,PEACHES,50698.11,21306.48,0,0,0,0
8077,2/12/2024,CITRUS,MANDARINS,13569286.99,2590105.91,0,0,0,0
8078,2/12/2024,TOMATOES,ETHNIC COOKING,347519.05,127308.24,0,0,943.1600106,943.1600106
8079,2/12/2024,COOKING VEGTABLES,LETTUCE,7313116.79,3531190.85,0,0,0,0
8080,2/12/2024,BANANAS PINEAPPLES,PINEAPPLES,2136410.67,922944.13,0,0,0,0
8081,2/12/2024,TOMATOES,DIPS GLAZES MIXES,1215473.34,349276,54.73620111,0,4897.820006,4952.556207
8082,2/12/2024,POTATOES ONIONS GARLIC,SWEET POTATOES,2509473.05,1530682.38,0,0,0,0
8083,2/12/2024,CITRUS,LEMONS,3563108.12,3744811.42,0,0,4014.680026,4014.680026
8084,2/12/2024,TRUCK VEG CHILIS,CUCUMBERS,6442083.82,6562963.08,0,0,0,0
8085,2/12/2024,STRAWBERRIES,PREMIUM STRAWBERRIES,497584.25,122104,0,0,0,0
8086,2/12/2024,DEPT LEVEL SALES,Local Items,17549.29,3708.91,0,0,0,0
8087,2/12/2024,PROTEIN SNACKS,SNACK NUTS,0.00E+00,0.00E+00,0,0,2043.990055,2043.990055
8088,2/12/2024,TROPICALS,MANGOES,856184.01,450793.85,0,0,0,0
8089,2/12/2024,MELONS,PUMPKINS,3956.3,1712,0,0,0,0
8090,2/12/2024,APPLES PEARS CHERRIES,CHERRIES,9828.27,1957.68,0,0,0,0
8091,2/12/2024,APPLES PEARS CHERRIES,APPLE SEASONAL,85478.49,16383,0,0,0,0
8092,2/12/2024,TRUCK VEG CHILIS,SOFT VEGETABLES,1243371.67,685281.65,0,0,0,0
8093,2/12/2024,TRUCK VEG CHILIS,ORGANIC TRUCK VEG,1245793.33,400599.24,0,0,0,0
8094,2/12/2024,FLORAL,BULBS,660941.74,87359,0,0,0,0
8095,2/12/2024,CITRUS,GRAPEFRUIT,713214.83,360388.13,0,0,0,0
8096,2/12/2024,SANDWICHES AND SALADS,SALADS,2713116.12,912542,0,0,0,0
8097,2/12/2024,APPLES PEARS CHERRIES,APPLES,17183924.93,6225527.69,0,0,8445.340082,8445.340082
8098,2/12/2024,TRUCK VEG CHILIS,BELL PEPPER,9100351.57,6263522.51,0,0,0,0
8099,2/12/2024,MIXED BERRIES,BLACKBERRIES,2201717.46,565052,0,0,0,0
8100,2/12/2024,MIXED BERRIES,RASPBERRIES,3288796.63,679139,0,0,0,0
8101,2/12/2024,COOKING VEGTABLES,CARROTS,4740124.43,2726459.61,0,0,0,0
8102,2/12/2024,D94 MISC L2,D94 MISC L3,205.4,149.93,0,0,0,0
8103,2/12/2024,DEPT LEVEL SALES,GEC Returns & POS Errors,125715.65,37615.02,0,0,0,0
8104,2/12/2024,STONE FRUIT,PLUMS,306206.02,124069.11,0,0,0,0
8105,2/12/2024,CITRUS,LIMES,3724278.2,9277324.93,0,0,0,0
8106,2/12/2024,VAV MUSHROOMS DDV,VALUE ADDED VEGETABLES,5644806.72,1741361.98,0,0,0,0
8107,2/12/2024,TOMATOES,SALAD TOPPINGS,1028400.9,372738,0,0,2576.46,2576.46
8108,2/12/2024,AVOCADOS L2,ETHNIC ROOTS,455378.71,192252.19,0,0,0,0
8109,2/12/2024,MISC D84 AND 94,MISCELLANEOUS,0.00E+00,0.00E+00,0,0,0,0
8110,2/12/2024,CITRUS,CAL SEASONAL,1879.48,951,0,0,0,0
8111,2/12/2024,STONE FRUIT,SPECIALTY STONE FRUIT,8982.71,2101.63,0,0,0,0
8112,2/12/2024,MIXED BERRIES,SPECIALTY MIXED BERRIES,15417.81,1821,0,0,0,0
8113,2/12/2024,PACKAGED VEGETABLES,PKG SALADS,22012638.79,7597452.77,22892.0155,50742.71128,16608.60013,90243.32691
8114,2/12/2024,TRUCK VEG CHILIS,GREENS,1554209.44,701288.95,0,0,0,0
8115,2/12/2024,FLORAL,MIXED BOUQUETS,16709478.98,1574015,0,0,0,0
8116,2/12/2024,CUT FRUIT,CUT FRUIT PACKAGED,5592716.74,1695990,0,0,9657.000164,9657.000164
8117,2/12/2024,POTATOES ONIONS GARLIC,ONIONS,11245823.56,6373610.45,0,0,0,0
8118,2/12/2024,PRODUCE L2,PRODUCE L3,106541.55,47430,0,0,0,0
8119,2/12/2024,MELONS,CANTALOUPES,1064753.14,355345.7,0,0,0,0
8120,2/12/2024,VAV MUSHROOMS DDV,MUSHROOM,4661432.11,1776699.14,11.0981935,0,0,11.0981935
