INDEX,O_SALE,O_UNIT,O_SALE_STORE,O_SALE_OG,O_SALE_DOTCOM,O_SALE_ONLINE,O_UNIT_STORE,O_UNIT_OG,O_UNIT_DOTCOM,O_UNIT_ONLINE,M_ON_DIS_HPLO_IMP,M_ON_DIS_HPLO_SPEND,M_ON_DIS_APP_HPLO_IMP,M_ON_DIS_APP_HPLO_SPEND,M_ON_DIS_HP_IMP,M_ON_DIS_HP_SPEND,M_ON_DIS_ROS_IMP,M_ON_DIS_ROS_SPEND,M_ON_DIS_CATTO_IMP,M_ON_DIS_CATTO_SPEND,M_ON_DIS_HPTO_IMP,M_ON_DIS_HPTO_SPEND,M_ON_DIS_HPGTO_IMP,M_ON_DIS_HPGTO_SPEND,M_ON_DIS_AT_IMP,M_ON_DIS_AT_SPEND,M_ON_DIS_KW_IMP,M_ON_DIS_KW_SPEND,M_ON_DIS_CT_IMP,M_ON_DIS_CT_SPEND,M_SP_AB_IMP,M_SP_AB_CLK,M_SP_AB_SPEND,M_SP_KWB_IMP,M_SP_KWB_CLK,M_SP_KWB_SPEND,M_SV_IMP,M_SV_CLK,M_SV_SPEND,M_SBA_IMP,M_SBA_CLK,M_SBA_SPEND,M_SEARCH_IMP,M_SEARCH_CLK,M_SEARCH_SPEND,M_OFF_DIS_FB_IMP,M_OFF_DIS_FB_SPEND,M_OFF_DIS_WN_WITHOUTCTV_IMP,M_OFF_DIS_WN_WITHOUTCTV_SPEND,M_OFF_DIS_DSP_CTV_IMP,M_OFF_DIS_DSP_CTV_SPEND,M_OFF_DIS_PIN_IMP,M_OFF_DIS_PIN_SPEND,M_ON_DIS_TOTAL_IMP,M_ON_DIS_TOTAL_SPEND,M_OFF_DIS_TOTAL_IMP,M_OFF_DIS_TOTAL_SPEND,M_ON_DIS_TOTAL_HPLO_IMP,M_ON_DIS_TOTAL_HPLO_SPEND,PRICE,PRICE_ONLINE,RATE_M_SP_AB,RATE_M_SP_KWB,RATE_M_SBA,RATE_M_SV,RATE_M_ON_DIS_AT,RATE_M_ON_DIS_CT,RATE_M_ON_DIS_CATTO,RATE_M_ON_DIS_KW,RATE_M_ON_DIS_ROS,RATE_M_ON_DIS_TOTAL_HPLO,RATE_M_ON_DIS_HPGTO,RATE_M_ON_DIS_HPTO,RATE_M_ON_DIS_HP,RATE_M_OFF_DIS_WN_WITHOUTCTV,RATE_M_OFF_DIS_DSP_CTV,RATE_M_OFF_DIS_FB,RATE_M_OFF_DIS_PIN
2023-02-07,954479.94,49882.0,743403.7100000001,51165.14,159911.09,211076.23,44322.0,1015.0,4545.0,5560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12541.413168751262,130.49203838099996,7591.379996090787,129.22709697000002,122335.53026746855,1505.1169432199997,582950.0,2042.0,593.1900072629999,427735.0,1639.0,724.200017744,0.0,0.0,0.0,131973.0,233.0,235.969997284,1142658.0,3914.0,1553.360022291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142468.3234323106,1764.836078571,0.0,0.0,0.0,0.0,622.7672590635194,649.8093108818131,2.7120638953817737,3.6663984021710267,1.0127467694592274,0.0,0.06895419923352673,0.084303208312614,0.0,0.10402453652087734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-08,1015129.4700000001,54351.0,761364.2400000001,40194.78,213570.45,253765.23,47541.0,928.0,5882.0,6810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12284.182134913794,127.74903637299998,8396.28694270518,131.40809251300004,85459.99355150446,1046.925713977,1002140.0,2818.0,818.4600046440002,443378.0,1758.0,690.7000199010001,0.0,0.0,0.0,136171.0,248.0,250.00999756399997,1581689.0,4824.0,1759.1700221089998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106140.46262912343,1306.082842863,0.0,0.0,0.0,0.0,577.4343999253613,603.9180938334555,2.6648818595441353,2.9582293805415327,1.0081048288870966,0.0,0.06961114261906066,0.08425050515298994,0.0,0.10078036839267222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-09,1065590.3,58983.00000000001,817981.16,40985.14000000001,206624.00000000003,247609.14,52060.00000000001,987.0,5936.0,6923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12797.631841552091,134.192793341,9583.64729610213,142.29608803800002,76963.10048073051,939.410695067,1152665.0,3203.0,935.890006533,574013.0,1752.0,653.140019389,0.0,0.0,0.0,165847.0,246.0,244.94999755600003,1892525.0,5201.0,1833.980023478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99344.37961838476,1215.899576446,0.0,0.0,0.0,0.0,564.4703617135178,617.929897649427,3.3049723000583753,2.3839806353584883,0.995731697382114,0.0,0.06931051026731623,0.08420599088795144,0.0,0.09975430318530781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-10,2855647.72,101841.0,2023929.9300000002,49302.350000000006,782415.4400000001,831717.79,89777.0,1197.0,10867.0,12064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12014.358132769059,124.39603400000001,11988.598829874087,159.85446189299998,57361.15666477933,698.7187652910001,1173586.0,3692.0,1059.7200055769997,623440.0,1572.0,679.4500176350002,0.0,0.0,0.0,181868.0,226.0,227.339997729,1978894.0,5490.0,1966.510020941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81364.11362742244,982.969261184,0.0,0.0,0.0,0.0,613.791027091069,675.9694877769899,2.3584025774818276,3.75764501411898,1.0059291934911505,0.0,0.06913129471814156,0.08418206328970024,0.0,0.09817284447767641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-11,2235196.77,112860.0,2009198.31,58564.380000000005,167434.08000000002,225998.46000000002,106743.0,1371.0,4746.0,6117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12053.988939187842,124.83930392200003,11308.442465586211,133.92197482900002,65055.519450915745,792.939152751,1254697.0,4103.0,1172.340005398,374038.0,1489.0,615.80001647,0.0,0.0,0.0,137782.0,229.0,228.59999750000003,1766517.0,5821.0,2016.7400193679998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88417.95085568978,1051.700431502,0.0,0.0,0.0,0.0,602.2575000036788,665.1993294219866,2.3821791717270004,2.8587872024008614,0.9982532641921399,0.0,0.06893049045486906,0.08418882609940839,0.0,0.09674770454651517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12,1539615.3800000001,81950.0,1304966.74,53565.43000000001,181083.21000000002,234648.64,75526.0,1310.0,5114.0,6424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12249.65242710122,127.08332281299997,9118.674805968729,129.58823798000003,65387.53330223774,797.335482303,960772.0,3157.0,1020.2700125439998,387799.0,1430.0,602.330015855,0.0,0.0,0.0,108862.0,223.0,223.24999662599998,1457433.0,4810.0,1845.8500250250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86755.86053530769,1054.007043096,0.0,0.0,0.0,0.0,579.8355250646523,582.5659762463665,2.726930905660012,2.6249340935099847,1.001121061103139,0.0,0.06891667703509581,0.0841940443841309,0.0,0.09941454312909162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13,1385432.35,92213.0,1190029.11,50412.380000000005,144990.86000000002,195403.24000000002,86858.0,1269.0,4086.0,5355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10384.79711586287,110.913996251,7959.326167336184,129.30523728999998,51536.216167664665,625.234516677,588932.0,2867.0,944.860011894,607058.0,1489.0,599.830016031,0.0,0.0,0.0,111594.0,240.0,241.34999703800003,1307584.0,4596.0,1786.040024963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69880.33945086373,865.4537502180001,0.0,0.0,0.0,0.0,613.4893517965862,616.3926231828053,2.8249024359115333,2.044622659921534,1.0056249876583334,0.0,0.0694831189036723,0.024131955406345267,0.0,0.08874619474284903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-14,1394517.77,88279.0,1170568.54,58856.92,165092.31,223949.23,82646.0,1461.0,4172.0,5633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12150.179334488985,125.55604188099998,7435.66782428405,128.56897962999997,56266.21427145708,684.7393132599999,599087.0,2752.0,799.2700115069999,547606.0,1106.0,482.47001243,0.0,0.0,0.0,108456.0,238.0,240.469997719,1255149.0,4096.0,1522.2100216559998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75852.06143023014,938.8643347710001,0.0,0.0,0.0,0.0,563.0270271645736,609.8947407711022,2.6553097592100747,2.1374489973582764,1.0103781416764706,0.0,0.06864461747979717,0.02416964937966978,0.0,0.0897915624592115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,940903.4400000001,53108.0,777128.8400000001,34850.28,128924.32,163774.6,48666.0,845.0,3597.0,4442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12365.83489676084,128.29632772800002,7465.168273508704,129.387738794,56581.387025948105,688.010195645,534977.0,2668.0,748.9600094929998,500190.0,886.0,417.09000980100006,0.0,0.0,0.0,127596.0,249.0,249.68999711100003,1162763.0,3803.0,1415.7400164049998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76412.39019621763,945.694262167,0.0,0.0,0.0,0.0,577.3156488212223,594.8065674785647,2.438170139189792,2.0139252528453566,1.00277107273494,0.0,0.06993397638680825,0.02415966821930652,0.0,0.08983290913992818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-16,1153614.29,59522.00000000001,1000783.52,45086.23,107744.54000000001,152830.77000000002,55532.0,1007.0,2983.0,3990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12326.396886995737,127.89481461,8150.681793443047,129.009359345,56386.240918163676,685.8233583509999,616372.0,2942.0,813.2300129489997,737034.0,1206.0,1136.5400117619997,0.0,0.0,0.0,156188.0,403.0,399.999995243,1509594.0,4551.0,2349.7700199540004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76863.31959860245,942.727532306,0.0,0.0,0.0,0.0,603.6993517551891,590.6597439399472,2.4353827120578373,2.615224143236418,0.9925558194615385,0.0,0.06834899229249672,0.024162968492164656,0.0,0.0883281072267847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-17,1841460.6600000001,92264.0,1648221.6600000001,62133.96000000001,131105.04,193239.0,87300.0,1365.0,3599.0,4964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11575.23882235529,119.65614759900002,9536.166666666668,129.088257,55472.42225548902,675.2710997329999,636931.0,3041.0,816.010015027,967708.0,1844.0,1229.82001959,0.0,0.0,0.0,110983.0,218.0,216.109997402,1715622.0,5103.0,2261.940032019,0.0,0.0,244351.0,1144.593183175,0.0,0.0,0.0,0.0,76583.82774451097,924.015504332,244351.0,1144.593183175,0.0,0.0,633.4623360643126,636.2316135615049,2.3372312496096974,1.8107874252988543,0.9913302633119266,0.0,0.02264701935620654,0.02417310902303184,0.0,0.013536703112711256,0.0,0.0,0.0,0.0,0.0,0.004684217306968255,0.0,0.0,0.0
2023-02-18,2117677.4000000004,106147.0,1931030.7700000003,62771.380000000005,123875.25,186646.63,101424.0,1388.0,3335.0,4723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12369.81506986028,128.929350507,10497.100000000002,129.344935834,56396.840518962075,685.124308226,972573.0,2855.0,638.670008201,1022619.0,3757.0,1730.100040974,0.0,0.0,0.0,122857.0,216.0,218.229997701,2118049.0,6828.0,2587.0000468759995,0.0,0.0,234280.0,1013.390705515,0.0,0.0,0.0,0.0,79263.75558882234,943.3985945669999,234280.0,1013.390705515,0.0,0.0,615.9058821931183,619.7986409873339,3.3227675219878257,1.3595616942929907,1.0103240634305555,0.0,0.022714631272562655,0.024148285891168617,0.0,0.012321968527879127,0.0,0.0,0.0,0.0,0.0,0.004325553634603893,0.0,0.0,0.0
2023-02-19,1669572.4600000002,83095.0,1505208.4200000002,50572.86000000001,113791.18000000001,164364.04000000004,78805.0,1139.0,3151.0,4290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12566.25119760479,130.814996414,9870.0,128.50865566599998,55891.02934131737,679.434799429,1008538.0,3109.0,650.560011931,845450.0,2989.0,1475.260030207,0.0,0.0,0.0,115891.0,235.0,235.409997413,1969879.0,6333.0,2361.2300395509997,0.0,0.0,213764.0,945.384849521,0.0,0.0,0.0,0.0,78327.28053892215,938.7584515090002,213764.0,945.384849521,0.0,0.0,620.6839783560179,608.6809776208404,2.368719473662567,1.3754389538705556,1.0017446698425532,0.0,0.02271556633039082,0.0241564316699062,0.0,0.013020127220466056,0.0,0.0,0.0,0.0,0.0,0.004422563432200932,0.0,0.0,0.0
2023-02-20,1152076.05,60488.0,1000324.8,43933.89,107817.36000000002,151751.25,56480.0,1017.0,2991.0,4008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12360.382634730538,128.358375866,8420.366666666667,128.773615665,55719.553692614776,677.5967923119999,950516.0,2996.0,644.6700106299999,618774.0,2063.0,1204.750021666,0.0,0.0,0.0,128526.0,230.0,227.60999684000006,1697816.0,5289.0,2077.030029136,0.0,0.0,165512.0,725.052924313,0.0,0.0,0.0,0.0,76500.30299401197,934.7287838429999,165512.0,725.052924313,0.0,0.0,643.0212702195042,640.4553571543358,2.2834241768471846,1.5441591865944075,0.9896086819130437,0.0,0.02267326642250109,0.024160856474878346,0.0,0.015293112611683576,0.0,0.0,0.0,0.0,0.0,0.004380666805506549,0.0,0.0,0.0
2023-02-21,1099419.6500000001,53613.0,918908.8400000001,32205.770000000004,148305.04,180510.81,49350.0,745.0,3518.0,4263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12018.690618762475,124.49793419500001,8088.666666666667,129.1296555,55705.43912175649,677.6089594599999,832247.0,2233.0,535.880007208,643849.0,2011.0,1090.400020352,0.0,0.0,0.0,131245.0,239.0,241.079996663,1607341.0,4483.0,1867.3600242230002,0.0,0.0,244592.0,1043.581758707,0.0,0.0,0.0,0.0,75812.79640718563,931.236549155,244592.0,1043.581758707,0.0,0.0,627.8910172783577,669.1201433653742,2.018310374041781,1.448508947028769,1.0087029149079498,0.0,0.022661714214908146,0.024164155914409607,0.0,0.015964269615923517,0.0,0.0,0.0,0.0,0.0,0.0042666226152408915,0.0,0.0,0.0
2023-02-22,1714591.1500000001,74262.0,1524241.4800000002,51013.48,139336.19,190349.67,69283.00000000001,1199.0,3780.0,4979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12116.335628742514,126.042377526,9970.899999999998,129.24557666700002,56660.81137724551,689.038049859,1045799.0,2634.0,626.4700080100001,825316.0,2062.0,1294.990019395,0.0,0.0,0.0,133824.0,221.0,220.429995768,2004939.0,4917.0,2141.890023173,0.0,0.0,149949.0,695.23314675,0.0,0.0,0.0,0.0,78748.04700598803,944.326004052,149949.0,695.23314675,0.0,0.0,611.7839391988855,675.8510968837659,2.6384587762408174,1.6550768799736955,0.9974207953303167,0.0,0.022686807781634656,0.024160763564640347,0.0,0.012962277895375547,0.0,0.0,0.0,0.0,0.0,0.004636464042774543,0.0,0.0,0.0
2023-02-23,2084463.12,92746.0,1866218.04,61379.56,156865.52000000002,218245.08000000002,86569.0,1468.0,4709.0,6177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12052.38862275449,124.83721386799999,11539.233333333332,127.58957899999999,54354.04790419162,660.9332581830001,1260929.0,3270.0,816.0100103919999,706604.0,2084.0,1233.9300177179998,0.0,0.0,0.0,106190.0,222.0,224.82999609,2073723.0,5576.0,2274.7700242,0.0,0.0,133779.0,657.477626527,0.0,0.0,0.0,0.0,77945.66986027942,913.360051051,133779.0,657.477626527,0.0,0.0,648.5195329733992,627.678133666047,1.1330839628407516,1.7383422129916095,1.012747730135135,0.0,0.022669961448849814,0.02415979170769144,0.0,0.01105702392128882,0.0,0.0,0.0,0.0,0.0,0.0049146549647328805,0.0,0.0,0.0
2023-02-24,2352756.77,105601.0,2123297.3000000003,68340.34,161119.13,229459.47,99494.0,1598.0,4509.0,6107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12131.549401197604,126.046612762,10917.100000000002,129.924537332,55413.68023952095,673.360435541,1219810.0,3419.0,922.6900106569997,742644.0,2276.0,1420.9400254450002,0.0,0.0,0.0,128016.0,222.0,224.60999644000003,2090470.0,5917.0,2568.2400325419994,0.0,0.0,121447.0,580.205550937,0.0,0.0,0.0,0.0,78462.32964071856,929.331585635,121447.0,580.205550937,0.0,0.0,617.5394462200617,666.144967229043,0.9282717862516976,2.081335332458772,1.0117567407207209,0.0,0.022673077808468573,0.024151531773287244,0.0,0.011901011929175328,0.0,0.0,0.0,0.0,0.0,0.004777438314137031,0.0,0.0,0.0
2023-02-25,2537279.64,119651.0,2338299.38,64920.68,134059.58000000002,198980.26,114306.0,1554.0,3791.0,5345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12278.606686626747,127.32426540300001,10958.0,126.89405549900002,53928.349201596815,655.891511087,1374102.0,5489.0,1684.880023194,909396.0,1042.0,1309.2799976659999,0.0,0.0,0.0,144472.0,279.0,281.159995696,2427970.0,6810.0,3275.3200165559997,0.0,0.0,114378.0,569.100808377,0.0,0.0,0.0,0.0,77164.95588822357,910.1098319889999,114378.0,569.100808377,0.0,0.0,610.4860430096433,604.6560439354835,1.0721887483105188,3.0711310174927053,1.0077419200573476,0.0,0.02268316964753303,0.024162288516430916,0.0,0.011580037917411938,0.0,0.0,0.0,0.0,0.0,0.004975614264779941,0.0,0.0,0.0
2023-02-26,1904464.37,90341.0,1723624.6600000001,51322.350000000006,129517.36000000002,180839.71000000002,85600.0,1241.0,3500.0,4741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12355.75748502994,128.318186156,10110.533333333333,128.64941733199998,54015.76506986028,656.466866836,1289172.0,5122.0,1642.6700249950002,831898.0,667.0,1096.6900063429998,0.0,0.0,0.0,114814.0,225.0,224.369996805,2235884.0,6014.0,2963.730028143,0.0,0.0,122527.0,625.981038151,0.0,0.0,0.0,0.0,76482.05588822355,913.4344703240001,122527.0,625.981038151,0.0,0.0,603.2618342653717,620.7289773151849,1.289587078007373,3.8874658751357805,0.9971999858,0.0,0.0226723196517424,0.024153256902585324,0.0,0.012724295849740863,0.0,0.0,0.0,0.0,0.0,0.005108923242640398,0.0,0.0,0.0
2023-02-27,1132328.6300000001,54971.0,965460.4900000001,37836.590000000004,129031.55000000002,166868.14,50697.0,924.0,3350.0,4274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11952.841417165668,123.847087679,8143.366666666666,128.028418834,53817.51027944112,654.1488246849999,1048709.0,4099.0,1492.580020144,634164.0,495.0,994.529994593,0.0,0.0,0.0,177947.0,342.0,339.40999552600005,1860820.0,4936.0,2826.5200102629997,0.0,0.0,107385.0,485.280061414,0.0,0.0,0.0,0.0,73913.71836327345,906.0243311980001,107385.0,485.280061414,0.0,0.0,605.2490762157215,614.8592229284087,1.64912902967128,4.9496203202027775,0.9924268875029241,0.0,0.02266392941338839,0.024154954551338488,0.0,0.015721804515822696,0.0,0.0,0.0,0.0,0.0,0.004519067480690971,0.0,0.0,0.0
2023-02-28,1121678.48,56527.0,950447.8600000001,40996.87,130233.75000000001,171230.62000000002,52055.0,991.0,3481.0,4472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12341.97614770459,128.087647041,7820.0,130.081859834,54687.707784431135,664.4745154120001,734639.0,1955.0,740.670009865,870301.0,2772.0,1869.8300104889995,0.0,0.0,0.0,117343.0,265.0,259.019996834,1722283.0,4992.0,2869.520017188,0.0,0.0,118667.0,545.597351169,0.0,0.0,0.0,0.0,74849.68393213573,922.6440222869999,118667.0,545.597351169,0.0,0.0,614.7020386684829,654.3200707142367,1.6025055045005496,4.129711591498621,0.9774339503169811,0.0,0.02267385792488203,0.024150354567610142,0.0,0.016634508930179027,0.0,0.0,0.0,0.0,0.0,0.004597717572442213,0.0,0.0,0.0
2023-03-01,1290430.12,70251.0,1110854.87,44988.950000000004,134586.30000000002,179575.25,65609.0,1097.0,3545.0,4642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12159.016866267464,125.89590349699999,7603.233333333334,128.127778499,53585.94660678643,651.504375889,835044.0,1947.0,774.7000077999999,806102.0,2799.0,2026.7700060860002,0.0,0.0,0.0,129243.0,269.0,265.77999705700006,1770389.0,5015.0,3067.2500109430002,0.0,0.0,123953.0,537.766224379,0.0,0.0,0.0,0.0,73348.19680638722,905.5280578850001,123953.0,537.766224379,0.0,0.0,603.5341978379176,652.7906796285206,1.3165073054079426,3.7903309391179087,0.9880297288364315,0.0,0.022395657388284848,0.02515806872693753,0.0,0.016851748839178067,0.0,0.0,0.0,0.0,0.0,0.004338468809782741,0.0,0.0,0.0
2023-03-02,1286724.71,66461.0,1118126.11,42949.159999999996,125649.44,168598.6,62097.0,1048.0,3316.0,4364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11757.547205588822,121.954138283,7626.099999999999,127.10933833200001,53276.64600798403,647.992422771,1202834.0,3352.0,1258.890012314,477450.0,1618.0,1618.700003672,0.0,0.0,0.0,125701.0,275.0,269.5799973090001,1805985.0,5245.0,3147.170013295,0.0,0.0,97703.0,435.089150319,0.0,0.0,0.0,0.0,72660.29321357286,897.055899386,97703.0,435.089150319,0.0,0.0,638.1333971830858,703.2998788297922,1.111895238413784,3.424700604514187,0.9802908993054549,0.0,0.022554224557146306,0.02516270594323399,0.0,0.016667672641586133,0.0,0.0,0.0,0.0,0.0,0.004453181072423569,0.0,0.0,0.0
2023-03-03,1745803.6500000001,95655.0,1553468.15,56874.05,135461.45,192335.5,90551.0,1379.0,3725.0,5104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11814.887025948103,122.68613663699999,7855.4333333333325,124.37693783499998,47635.224251497,577.6550672699999,1539030.0,4839.0,1749.8900169499998,388653.0,1173.0,1334.9900067070002,0.0,0.0,0.0,155204.0,400.0,393.67999544500003,2082887.0,6412.0,3478.560019102,0.0,0.0,138533.0,608.853903099,0.0,0.0,0.0,0.0,67305.54461077844,824.718141742,138533.0,608.853903099,0.0,0.0,617.1665072665522,727.0814667614992,1.0054578479542315,3.2520143980225003,0.9841999886125001,0.0,0.022508301670255408,0.025126552207005427,0.0,0.015833237016629677,0.0,0.0,0.0,0.0,0.0,0.004395009875618084,0.0,0.0,0.0
2023-03-04,2042757.6900000002,106988.0,1856520.58,60143.14000000001,126093.97000000002,186237.11000000002,101868.0,1427.0,3693.0,5120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11951.099800399203,124.200427373,8716.133333333333,129.775497501,51395.000898203594,624.1652956759999,1671745.0,5750.0,1993.6300200819999,413336.0,1269.0,1525.4100044739998,0.0,0.0,0.0,159945.0,416.0,416.019995919,2245026.0,7435.0,3935.060020475,0.0,0.0,108930.0,454.351300718,0.0,0.0,0.0,0.0,72062.23403193612,878.14122055,108930.0,454.351300718,0.0,0.0,591.798014258911,629.1256711271989,0.8543545852652262,2.920807774521898,1.0000480671129808,0.0,0.022468772855006737,0.025144394788840403,0.0,0.014889113387549524,0.0,0.0,0.0,0.0,0.0,0.004171039206077297,0.0,0.0,0.0
2023-03-05,1647278.05,84812.0,1457423.8,54996.56,134857.69,189854.25000000003,79561.0,1335.0,3916.0,5251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12168.059481037924,126.298911395,7617.133333333334,125.42849749899999,34086.345109780435,408.76627776,1392057.0,5646.0,1852.1800163769997,448025.0,1369.0,1550.250001935,0.0,0.0,0.0,130382.0,408.0,405.79999590200003,1970464.0,7423.0,3808.230014214,0.0,0.0,123544.0,518.778520683,0.0,0.0,0.0,0.0,53871.53792415169,660.493686654,123544.0,518.778520683,0.0,0.0,600.8645824506689,627.4966491891239,0.7176166627266916,2.3330783708825202,0.9946078330931374,0.0,0.022464335106984697,0.024991941526063502,0.0,0.016466627536912398,0.0,0.0,0.0,0.0,0.0,0.0041991397452162795,0.0,0.0,0.0
2023-03-06,1036548.24,53459.0,829509.67,47921.71,159116.86000000002,207038.57,48120.0,1147.0,4192.0,5339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157479.94020380295,1864.5460120669995,6677.5,128.922657667,135531.34013026577,1468.414520853,1087407.0,3864.0,1340.030012288,382814.0,1241.0,1252.9600053149998,0.0,0.0,0.0,130899.0,400.0,391.349996132,1601120.0,5505.0,2984.340013735,0.0,0.0,90710.0,325.588944906,0.0,0.0,0.0,0.0,299688.7803340687,3461.8831905870006,90710.0,325.588944906,0.0,0.0,593.7004788951431,668.4160475005815,0.6938565247482202,2.131318935888239,0.97837499033,0.0,0.046378962924471565,0.045974480658544564,0.0,0.01930702473485586,0.0,0.0,0.0,0.0,0.0,0.0035893390464777864,0.0,0.0,0.0
2023-03-07,965843.1900000001,51247.0,779452.9,43742.73,142647.56,186390.29,46237.0,1052.0,3958.0,5010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202031.616903036,2397.6895126970007,6046.300000000001,123.027297833,130568.43580733269,1392.1642732449998,1024890.0,3533.0,1317.9400187459999,357848.0,1255.0,1355.350007221,0.0,0.0,0.0,203079.0,459.0,463.489996215,1585817.0,5247.0,3136.780022182,0.0,0.0,110588.0,272.417609645,0.0,0.0,0.0,0.0,338646.3527103687,3912.881083775001,110588.0,272.417609645,0.0,0.0,593.4358030797123,599.8317652358461,0.7263381813439946,2.5619426797296923,1.0097821268300653,0.0,0.04641126216946771,0.045557186463802676,0.0,0.020347534497626645,0.0,0.0,0.0,0.0,0.0,0.002463355966696206,0.0,0.0,0.0
